UniprotID	GOterm	GOname	GeneName	GeneShort
A3GFK8	GO:0090114	COPII-coated vesicle budding	PICST_80311	SEC31
A3GFK8	GO:0030127	COPII vesicle coat	PICST_80311	SEC31
A3GFK8	GO:0005198	structural molecule activity	PICST_80311	SEC31
A3GFK8	GO:0000139	Golgi membrane	PICST_80311	SEC31
A3GFK8	GO:0015031	protein transport	PICST_80311	SEC31
A3GFK8	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	PICST_80311	SEC31
A3GFK8	GO:0005789	endoplasmic reticulum membrane	PICST_80311	SEC31
A3GFK8	GO:0005515	protein binding	PICST_80311	SEC31
A3GHR8	GO:0017013	protein flavinylation	PICST_53561	
A3GHR8	GO:0018293	protein-FAD linkage	PICST_53561	
A3GHR8	GO:0034553	mitochondrial respiratory chain complex II assembly	PICST_53561	
A3GHR8	GO:0006099	tricarboxylic acid cycle	PICST_53561	
A3GHR8	GO:0006121	mitochondrial electron transport, succinate to ubiquinone	PICST_53561	
A3GHR8	GO:0005759	mitochondrial matrix	PICST_53561	
A3GHR8	GO:0005739	mitochondrion	PICST_53561	
A3LYR9	GO:0032543	mitochondrial translation	PICST_36916	RSM25
A3LYR9	GO:0003735	structural constituent of ribosome	PICST_36916	RSM25
A3LYR9	GO:0005763	mitochondrial small ribosomal subunit	PICST_36916	RSM25
A3LZ57	GO:0070971	endoplasmic reticulum exit site	PICST_68327	SEC16
A3LZ57	GO:0048208	COPII vesicle coating	PICST_68327	SEC16
A3LZ57	GO:0070973	protein localization to endoplasmic reticulum exit site	PICST_68327	SEC16
A3LZ57	GO:0012507	ER to Golgi transport vesicle membrane	PICST_68327	SEC16
A3LZ57	GO:0000139	Golgi membrane	PICST_68327	SEC16
A3LZ57	GO:0015031	protein transport	PICST_68327	SEC16
A3LZ57	GO:0016236	macroautophagy	PICST_68327	SEC16
A3LZ57	GO:0043495	protein-membrane adaptor activity	PICST_68327	SEC16
A3LZ57	GO:0005789	endoplasmic reticulum membrane	PICST_68327	SEC16
A3GF47	GO:0003712	transcription coregulator activity	PICST_86078	SRB8
A3GF47	GO:0034967	Set3 complex	PICST_86078	SRB8
A3GF47	GO:0000411	positive regulation of transcription by galactose	PICST_86078	SRB8
A3GF47	GO:0006357	regulation of transcription by RNA polymerase II	PICST_86078	SRB8
A3GF47	GO:0016592	mediator complex	PICST_86078	SRB8
A3GF47	GO:0016575	histone deacetylation	PICST_86078	SRB8
A3GF47	GO:0000122	negative regulation of transcription by RNA polymerase II	PICST_86078	SRB8
A3GF47	GO:0045944	positive regulation of transcription by RNA polymerase II	PICST_86078	SRB8
A3M019	GO:0015187	glycine transmembrane transporter activity	PICST_91291	
A3M019	GO:1904983	glycine import into mitochondrion	PICST_91291	
A3M019	GO:0005347	ATP transmembrane transporter activity	PICST_91291	
A3M019	GO:0006839	mitochondrial transport	PICST_91291	
A3M019	GO:0006783	heme biosynthetic process	PICST_91291	
A3M019	GO:0005739	mitochondrion	PICST_91291	
A3M019	GO:0005743	mitochondrial inner membrane	PICST_91291	
A3M019	GO:0016021	integral component of membrane	PICST_91291	
A3M019	GO:0055085	transmembrane transport	PICST_91291	
A3GF61	GO:0097344	Rix1 complex	PICST_52773	RIX1
A3GF61	GO:0030174	regulation of DNA-dependent DNA replication initiation	PICST_52773	RIX1
A3GF61	GO:0000054	ribosomal subunit export from nucleus	PICST_52773	RIX1
A3GF61	GO:0006364	rRNA processing	PICST_52773	RIX1
A3GF61	GO:0005654	nucleoplasm	PICST_52773	RIX1
A3GF61	GO:0000027	ribosomal large subunit assembly	PICST_52773	RIX1
A3GF61	GO:0006267	pre-replicative complex assembly involved in nuclear cell cycle DNA replication	PICST_52773	RIX1
A3GF61	GO:0003682	chromatin binding	PICST_52773	RIX1
A3GF61	GO:0005634	nucleus	PICST_52773	RIX1
A3GF61	GO:0005829	cytosol	PICST_52773	RIX1
A3LYY9	GO:0005761	mitochondrial ribosome	PICST_90761	MRPL4
A3LYY9	GO:0005762	mitochondrial large ribosomal subunit	PICST_90761	MRPL4
A3LYY9	GO:0006412	translation	PICST_90761	MRPL4
A3LYY9	GO:0032543	mitochondrial translation	PICST_90761	MRPL4
A3LYY9	GO:0003735	structural constituent of ribosome	PICST_90761	MRPL4
A3LTV8	GO:0000002	mitochondrial genome maintenance	PICST_31550	RRG9
A3LTV8	GO:0007005	mitochondrion organization	PICST_31550	RRG9
A3LTV8	GO:0005634	nucleus	PICST_31550	RRG9
A3LTV8	GO:0005739	mitochondrion	PICST_31550	RRG9
A3GG03	GO:0034618	arginine binding	PICST_51037	ARG2
A3GG03	GO:0103045	methione N-acyltransferase activity	PICST_51037	ARG2
A3GG03	GO:0004042	acetyl-CoA:L-glutamate N-acetyltransferase activity	PICST_51037	ARG2
A3GG03	GO:0006526	arginine biosynthetic process	PICST_51037	ARG2
A3GG03	GO:0006592	ornithine biosynthetic process	PICST_51037	ARG2
A3GG03	GO:0005759	mitochondrial matrix	PICST_51037	ARG2
A3M0C9	GO:0008531	riboflavin kinase activity	PICST_50354	FMN1
A3M0C9	GO:0009398	FMN biosynthetic process	PICST_50354	FMN1
A3M0C9	GO:0043231	intracellular membrane-bounded organelle	PICST_50354	FMN1
A3M0C9	GO:0009231	riboflavin biosynthetic process	PICST_50354	FMN1
A3M0C9	GO:0005783	endoplasmic reticulum	PICST_50354	FMN1
A3M0C9	GO:0005524	ATP binding	PICST_50354	FMN1
A3M0C9	GO:0046872	metal ion binding	PICST_50354	FMN1
A3M0C9	GO:0005743	mitochondrial inner membrane	PICST_50354	FMN1
A3LX29	GO:0045772	positive regulation of autophagosome size	PICST_61658	ATG17
A3LX29	GO:2000786	positive regulation of autophagosome assembly	PICST_61658	ATG17
A3LX29	GO:0120095	vacuole-isolation membrane contact site	PICST_61658	ATG17
A3LX29	GO:0034045	phagophore assembly site membrane	PICST_61658	ATG17
A3LX29	GO:0030295	protein kinase activator activity	PICST_61658	ATG17
A3LX29	GO:0032147	activation of protein kinase activity	PICST_61658	ATG17
A3LX29	GO:0044805	late nucleophagy	PICST_61658	ATG17
A3LX29	GO:0000422	autophagy of mitochondrion	PICST_61658	ATG17
A3LX29	GO:1990316	Atg1/ULK1 kinase complex	PICST_61658	ATG17
A3LX29	GO:0006914	autophagy	PICST_61658	ATG17
A3LX29	GO:0000149	SNARE binding	PICST_61658	ATG17
A3LX29	GO:0034727	piecemeal microautophagy of the nucleus	PICST_61658	ATG17
A3LX29	GO:0030242	autophagy of peroxisome	PICST_61658	ATG17
A3LX29	GO:0034497	protein localization to phagophore assembly site	PICST_61658	ATG17
A3LX29	GO:0000045	autophagosome assembly	PICST_61658	ATG17
A3LX29	GO:0000407	phagophore assembly site	PICST_61658	ATG17
A3LYF7	GO:0003712	transcription coregulator activity	PICST_62182	MED4
A3LYF7	GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	PICST_62182	MED4
A3LYF7	GO:0006366	transcription by RNA polymerase II	PICST_62182	MED4
A3LYF7	GO:0006357	regulation of transcription by RNA polymerase II	PICST_62182	MED4
A3LYF7	GO:0070847	core mediator complex	PICST_62182	MED4
A3LYF7	GO:0016592	mediator complex	PICST_62182	MED4
A3LVL1	GO:0097250	mitochondrial respirasome assembly	PICST_36309	RCF1
A3LVL1	GO:0033617	mitochondrial cytochrome c oxidase assembly	PICST_36309	RCF1
A3LVL1	GO:0031305	integral component of mitochondrial inner membrane	PICST_36309	RCF1
A3LVL1	GO:0005739	mitochondrion	PICST_36309	RCF1
A3LN21	GO:0046523	S-methyl-5-thioribose-1-phosphate isomerase activity	PICST_40776	MRI1
A3LN21	GO:0019509	L-methionine salvage from methylthioadenosine	PICST_40776	MRI1
A3LN21	GO:0005634	nucleus	PICST_40776	MRI1
A3LN21	GO:0005737	cytoplasm	PICST_40776	MRI1
A3LN21	GO:0044237	cellular metabolic process	PICST_40776	MRI1
A3LN21	GO:0044249	cellular biosynthetic process	PICST_40776	MRI1
A3LT37	GO:0017119	Golgi transport complex	PICST_45600	COG6
A3LT37	GO:0006891	intra-Golgi vesicle-mediated transport	PICST_45600	COG6
A3LT37	GO:0000139	Golgi membrane	PICST_45600	COG6
A3LT37	GO:0015031	protein transport	PICST_45600	COG6
A3LT37	GO:0032258	cytoplasm to vacuole transport by the Cvt pathway	PICST_45600	COG6
A3LRF0	GO:0033613	activating transcription factor binding	PICST_30665	SRB4
A3LRF0	GO:0001139	RNA polymerase II complex recruiting activity	PICST_30665	SRB4
A3LRF0	GO:0003712	transcription coregulator activity	PICST_30665	SRB4
A3LRF0	GO:0006367	transcription initiation from RNA polymerase II promoter	PICST_30665	SRB4
A3LRF0	GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	PICST_30665	SRB4
A3LRF0	GO:0006357	regulation of transcription by RNA polymerase II	PICST_30665	SRB4
A3LRF0	GO:0070847	core mediator complex	PICST_30665	SRB4
A3LRF0	GO:0016592	mediator complex	PICST_30665	SRB4
A3LRF0	GO:0045944	positive regulation of transcription by RNA polymerase II	PICST_30665	SRB4
A3LSN3	GO:0003676	nucleic acid binding	PICST_1703	DRS1
A3LSN3	GO:0010501	RNA secondary structure unwinding	PICST_1703	DRS1
A3LSN3	GO:0006364	rRNA processing	PICST_1703	DRS1
A3LSN3	GO:0030687	preribosome, large subunit precursor	PICST_1703	DRS1
A3LSN3	GO:0000027	ribosomal large subunit assembly	PICST_1703	DRS1
A3LSN3	GO:0003723	RNA binding	PICST_1703	DRS1
A3LSN3	GO:0005730	nucleolus	PICST_1703	DRS1
A3LSN3	GO:0005524	ATP binding	PICST_1703	DRS1
A3LSN3	GO:0005737	cytoplasm	PICST_1703	DRS1
A3LY29	GO:0002183	cytoplasmic translational initiation	PICST_73391	PRT1
A3LY29	GO:0033290	eukaryotic 48S preinitiation complex	PICST_73391	PRT1
A3LY29	GO:0005852	eukaryotic translation initiation factor 3 complex	PICST_73391	PRT1
A3LY29	GO:0003676	nucleic acid binding	PICST_73391	PRT1
A3LY29	GO:0006413	translational initiation	PICST_73391	PRT1
A3LY29	GO:0010494	cytoplasmic stress granule	PICST_73391	PRT1
A3LY29	GO:0003743	translation initiation factor activity	PICST_73391	PRT1
A3LY29	GO:0031369	translation initiation factor binding	PICST_73391	PRT1
A3LY29	GO:0043614	multi-eIF complex	PICST_73391	PRT1
A3LY29	GO:0003723	RNA binding	PICST_73391	PRT1
A3LY29	GO:0005515	protein binding	PICST_73391	PRT1
A3LUT0	GO:0017069	snRNA binding	PICST_72477	NOP58
A3LUT0	GO:0000451	rRNA 2'-O-methylation	PICST_72477	NOP58
A3LUT0	GO:0006608	obsolete snRNP protein import into nucleus	PICST_72477	NOP58
A3LUT0	GO:0031428	box C/D snoRNP complex	PICST_72477	NOP58
A3LUT0	GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	PICST_72477	NOP58
A3LUT0	GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	PICST_72477	NOP58
A3LUT0	GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	PICST_72477	NOP58
A3LUT0	GO:0000154	rRNA modification	PICST_72477	NOP58
A3LUT0	GO:0006364	rRNA processing	PICST_72477	NOP58
A3LUT0	GO:0030515	snoRNA binding	PICST_72477	NOP58
A3LUT0	GO:0032040	small-subunit processome	PICST_72477	NOP58
A3LUT0	GO:0031167	rRNA methylation	PICST_72477	NOP58
A3LUT0	GO:0005654	nucleoplasm	PICST_72477	NOP58
A3LUT0	GO:0005730	nucleolus	PICST_72477	NOP58
A3LYZ4	GO:0004622	lysophospholipase activity	PICST_33358	NTE1
A3LYZ4	GO:0071071	regulation of phospholipid biosynthetic process	PICST_33358	NTE1
A3LYZ4	GO:0034638	phosphatidylcholine catabolic process	PICST_33358	NTE1
A3LYZ4	GO:0006629	lipid metabolic process	PICST_33358	NTE1
A3LYZ4	GO:0005783	endoplasmic reticulum	PICST_33358	NTE1
A3LYZ4	GO:0005789	endoplasmic reticulum membrane	PICST_33358	NTE1
A3LYZ4	GO:0016021	integral component of membrane	PICST_33358	NTE1
A3LYZ4	GO:0046470	phosphatidylcholine metabolic process	PICST_33358	NTE1
A3LPS1	GO:0030173	integral component of Golgi membrane	PICST_35158	TVP18
A3LPS1	GO:0016192	vesicle-mediated transport	PICST_35158	TVP18
A3LPS1	GO:0016021	integral component of membrane	PICST_35158	TVP18
A3LX75	GO:1903319	positive regulation of protein maturation	PICST_36619	VPS27
A3LX75	GO:0033565	ESCRT-0 complex	PICST_36619	VPS27
A3LX75	GO:0071985	multivesicular body sorting pathway	PICST_36619	VPS27
A3LX75	GO:0019904	protein domain specific binding	PICST_36619	VPS27
A3LX75	GO:0010008	endosome membrane	PICST_36619	VPS27
A3LX75	GO:1904669	ATP export	PICST_36619	VPS27
A3LX75	GO:0009306	protein secretion	PICST_36619	VPS27
A3LX75	GO:0046982	protein heterodimerization activity	PICST_36619	VPS27
A3LX75	GO:0032266	phosphatidylinositol-3-phosphate binding	PICST_36619	VPS27
A3LX75	GO:0005768	endosome	PICST_36619	VPS27
A3LX75	GO:0006886	intracellular protein transport	PICST_36619	VPS27
A3LX75	GO:0043130	ubiquitin binding	PICST_36619	VPS27
A3LX75	GO:0045324	late endosome to vacuole transport	PICST_36619	VPS27
A3LX75	GO:0045053	protein retention in Golgi apparatus	PICST_36619	VPS27
A3LX75	GO:0006623	protein targeting to vacuole	PICST_36619	VPS27
A3LX75	GO:0046872	metal ion binding	PICST_36619	VPS27
A3LQF9	GO:0008641	ubiquitin-like modifier activating enzyme activity	PICST_81395	UBA4
A3LQF9	GO:0004792	thiosulfate sulfurtransferase activity	PICST_81395	UBA4
A3LQF9	GO:0007114	cell budding	PICST_81395	UBA4
A3LQF9	GO:0002143	tRNA wobble position uridine thiolation	PICST_81395	UBA4
A3LQF9	GO:0034227	tRNA thio-modification	PICST_81395	UBA4
A3LQF9	GO:0032447	protein urmylation	PICST_81395	UBA4
A3LQF9	GO:0042292	URM1 activating enzyme activity	PICST_81395	UBA4
A3LQF9	GO:0016783	sulfurtransferase activity	PICST_81395	UBA4
A3LQF9	GO:0018192	enzyme active site formation via cysteine modification to L-cysteine persulfide	PICST_81395	UBA4
A3LQF9	GO:0070733	protein adenylyltransferase activity	PICST_81395	UBA4
A3LQF9	GO:0016779	nucleotidyltransferase activity	PICST_81395	UBA4
A3LQF9	GO:2000220	regulation of pseudohyphal growth	PICST_81395	UBA4
A3LQF9	GO:0034599	cellular response to oxidative stress	PICST_81395	UBA4
A3LQF9	GO:0001403	invasive growth in response to glucose limitation	PICST_81395	UBA4
A3LQF9	GO:0042802	identical protein binding	PICST_81395	UBA4
A3LQF9	GO:0002098	tRNA wobble uridine modification	PICST_81395	UBA4
A3LQF9	GO:0005524	ATP binding	PICST_81395	UBA4
A3LQF9	GO:0005829	cytosol	PICST_81395	UBA4
A3LQF9	GO:0046872	metal ion binding	PICST_81395	UBA4
A3LU53	GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane	PICST_58812	VMA21
A3LU53	GO:0012507	ER to Golgi transport vesicle membrane	PICST_58812	VMA21
A3LU53	GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly	PICST_58812	VMA21
A3LU53	GO:0005789	endoplasmic reticulum membrane	PICST_58812	VMA21
A3LU53	GO:0016021	integral component of membrane	PICST_58812	VMA21
A3LQ55	GO:0000348	mRNA branch site recognition	PICST_87539	PRP5
A3LQ55	GO:0008186	RNA-dependent ATPase activity	PICST_87539	PRP5
A3LQ55	GO:0003676	nucleic acid binding	PICST_87539	PRP5
A3LQ55	GO:0010501	RNA secondary structure unwinding	PICST_87539	PRP5
A3LQ55	GO:0006364	rRNA processing	PICST_87539	PRP5
A3LQ55	GO:0005730	nucleolus	PICST_87539	PRP5
A3LQ55	GO:0005524	ATP binding	PICST_87539	PRP5
A3LQ55	GO:0005737	cytoplasm	PICST_87539	PRP5
A3LUT4	GO:0006518	peptide metabolic process	PICST_89481	OCT1
A3LUT4	GO:0006627	protein processing involved in protein targeting to mitochondrion	PICST_89481	OCT1
A3LUT4	GO:0050821	protein stabilization	PICST_89481	OCT1
A3LUT4	GO:0006508	proteolysis	PICST_89481	OCT1
A3LUT4	GO:0004222	metalloendopeptidase activity	PICST_89481	OCT1
A3LUT4	GO:0006879	cellular iron ion homeostasis	PICST_89481	OCT1
A3LUT4	GO:0005759	mitochondrial matrix	PICST_89481	OCT1
A3LUT4	GO:0046872	metal ion binding	PICST_89481	OCT1
A3LUB9	GO:0060258	negative regulation of filamentous growth	PICST_89025	SSN3
A3LUB9	GO:0031648	protein destabilization	PICST_89025	SSN3
A3LUB9	GO:0000435	positive regulation of transcription from RNA polymerase II promoter by galactose	PICST_89025	SSN3
A3LUB9	GO:0008353	RNA polymerase II CTD heptapeptide repeat kinase activity	PICST_89025	SSN3
A3LUB9	GO:0004693	cyclin-dependent protein serine/threonine kinase activity	PICST_89025	SSN3
A3LUB9	GO:0070816	phosphorylation of RNA polymerase II C-terminal domain	PICST_89025	SSN3
A3LUB9	GO:0004672	protein kinase activity	PICST_89025	SSN3
A3LUB9	GO:0070481	nuclear-transcribed mRNA catabolic process, non-stop decay	PICST_89025	SSN3
A3LUB9	GO:0006468	protein phosphorylation	PICST_89025	SSN3
A3LUB9	GO:0007346	regulation of mitotic cell cycle	PICST_89025	SSN3
A3LUB9	GO:0016592	mediator complex	PICST_89025	SSN3
A3LUB9	GO:0000122	negative regulation of transcription by RNA polymerase II	PICST_89025	SSN3
A3LUB9	GO:0051321	meiotic cell cycle	PICST_89025	SSN3
A3LUB9	GO:0006351	transcription, DNA-templated	PICST_89025	SSN3
A3LUB9	GO:0005524	ATP binding	PICST_89025	SSN3
A3LUB9	GO:0046872	metal ion binding	PICST_89025	SSN3
A3GGS6	GO:0030686	90S preribosome	PICST_85815	UTP10
A3GGS6	GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	PICST_85815	UTP10
A3GGS6	GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	PICST_85815	UTP10
A3GGS6	GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	PICST_85815	UTP10
A3GGS6	GO:0030688	preribosome, small subunit precursor	PICST_85815	UTP10
A3GGS6	GO:0034455	t-UTP complex	PICST_85815	UTP10
A3GGS6	GO:0033553	rDNA heterochromatin	PICST_85815	UTP10
