"UniprotID"	"GOterm"	"GOname"	"GeneName"	"GeneShort"
"O94751"	"GO:0005634"	"nucleus"	"SPCC1322.12c"	"bub1"
"O94751"	"GO:0005524"	"ATP binding"	"SPCC1322.12c"	"bub1"
"Q9Y7Z9"	"GO:0008681"	"2-octaprenyl-6-methoxyphenol hydroxylase activity"	"SPBC146.12"	"coq6"
"Q9Y7Z9"	"GO:0016712"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"	"SPBC146.12"	"coq6"
"Q9Y7Z9"	"GO:0016709"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"	"SPBC146.12"	"coq6"
"Q9Y7Z9"	"GO:0006744"	"ubiquinone biosynthetic process"	"SPBC146.12"	"coq6"
"Q9Y7Z9"	"GO:0004497"	"monooxygenase activity"	"SPBC146.12"	"coq6"
"Q9Y7Z9"	"GO:0071949"	"FAD binding"	"SPBC146.12"	"coq6"
"Q9Y7Z9"	"GO:0050660"	"flavin adenine dinucleotide binding"	"SPBC146.12"	"coq6"
"Q9Y7Z9"	"GO:0055114"	"oxidation-reduction process"	"SPBC146.12"	"coq6"
"Q9Y7Z9"	"GO:0005743"	"mitochondrial inner membrane"	"SPBC146.12"	"coq6"
"Q9P370"	"GO:0043023"	"ribosomal large subunit binding"	"SPAC19B12.11c"	"bud20"
"Q9P370"	"GO:0003676"	"nucleic acid binding"	"SPAC19B12.11c"	"bud20"
"Q9P370"	"GO:0030687"	"preribosome, large subunit precursor"	"SPAC19B12.11c"	"bud20"
"Q9P370"	"GO:0000055"	"ribosomal large subunit export from nucleus"	"SPAC19B12.11c"	"bud20"
"Q9P370"	"GO:0008270"	"zinc ion binding"	"SPAC19B12.11c"	"bud20"
"Q9P370"	"GO:0005634"	"nucleus"	"SPAC19B12.11c"	"bud20"
"Q9P370"	"GO:0005783"	"endoplasmic reticulum"	"SPAC19B12.11c"	"bud20"
"Q9P370"	"GO:0005737"	"cytoplasm"	"SPAC19B12.11c"	"bud20"
"O74347"	"GO:0033108"	"mitochondrial respiratory chain complex assembly"	"SPBC21D10.07"	"cmc1"
"O74347"	"GO:0005758"	"mitochondrial intermembrane space"	"SPBC21D10.07"	"cmc1"
"O74347"	"GO:0046872"	"metal ion binding"	"SPBC21D10.07"	"cmc1"
"O74347"	"GO:0005743"	"mitochondrial inner membrane"	"SPBC21D10.07"	"cmc1"
"O94281"	"GO:0019887"	"protein kinase regulator activity"	"SPBC2G5.02c"	""
"O94281"	"GO:0030291"	"protein serine/threonine kinase inhibitor activity"	"SPBC2G5.02c"	""
"O94281"	"GO:0005956"	"protein kinase CK2 complex"	"SPBC2G5.02c"	""
"O94281"	"GO:0018105"	"peptidyl-serine phosphorylation"	"SPBC2G5.02c"	""
"O94281"	"GO:0006974"	"cellular response to DNA damage stimulus"	"SPBC2G5.02c"	""
"O94281"	"GO:0018107"	"peptidyl-threonine phosphorylation"	"SPBC2G5.02c"	""
"O94281"	"GO:0031167"	"rRNA methylation"	"SPBC2G5.02c"	""
"O94281"	"GO:0006356"	"regulation of transcription by RNA polymerase I"	"SPBC2G5.02c"	""
"O94281"	"GO:0034456"	"UTP-C complex"	"SPBC2G5.02c"	""
"O94281"	"GO:0006359"	"regulation of transcription by RNA polymerase III"	"SPBC2G5.02c"	""
"O94281"	"GO:0006468"	"protein phosphorylation"	"SPBC2G5.02c"	""
"O94281"	"GO:0005654"	"nucleoplasm"	"SPBC2G5.02c"	""
"Q10235"	"GO:0043014"	"alpha-tubulin binding"	"SPAC13D6.05 SPAC4G9.01"	"alp11"
"Q10235"	"GO:0007023"	"post-chaperonin tubulin folding pathway"	"SPAC13D6.05 SPAC4G9.01"	"alp11"
"Q10235"	"GO:0006457"	"protein folding"	"SPAC13D6.05 SPAC4G9.01"	"alp11"
"Q10235"	"GO:0005874"	"microtubule"	"SPAC13D6.05 SPAC4G9.01"	"alp11"
"Q10235"	"GO:0008017"	"microtubule binding"	"SPAC13D6.05 SPAC4G9.01"	"alp11"
"Q10235"	"GO:0005737"	"cytoplasm"	"SPAC13D6.05 SPAC4G9.01"	"alp11"
"Q10235"	"GO:0005515"	"protein binding"	"SPAC13D6.05 SPAC4G9.01"	"alp11"
"O74859"	"GO:0120108"	"DNA-3'-diphospho-5'-guanosine diphosphatase"	"SPCC18.09c"	"hnt3"
"O74859"	"GO:0033699"	"DNA 5'-adenosine monophosphate hydrolase activity"	"SPCC18.09c"	"hnt3"
"O74859"	"GO:0006281"	"DNA repair"	"SPCC18.09c"	"hnt3"
"O74859"	"GO:0006974"	"cellular response to DNA damage stimulus"	"SPCC18.09c"	"hnt3"
"O74859"	"GO:0003677"	"DNA binding"	"SPCC18.09c"	"hnt3"
"O74859"	"GO:0005634"	"nucleus"	"SPCC18.09c"	"hnt3"
"O74859"	"GO:0005737"	"cytoplasm"	"SPCC18.09c"	"hnt3"
"O74859"	"GO:0046872"	"metal ion binding"	"SPCC18.09c"	"hnt3"
"O74555"	"GO:0000243"	"commitment complex"	"SPCC962.06c"	"bpb1"
"O74555"	"GO:0045131"	"pre-mRNA branch point binding"	"SPCC962.06c"	"bpb1"
"O74555"	"GO:0003676"	"nucleic acid binding"	"SPCC962.06c"	"bpb1"
"O74555"	"GO:0000398"	"mRNA splicing, via spliceosome"	"SPCC962.06c"	"bpb1"
"O74555"	"GO:0008270"	"zinc ion binding"	"SPCC962.06c"	"bpb1"
"O74555"	"GO:0003723"	"RNA binding"	"SPCC962.06c"	"bpb1"
"O74555"	"GO:0005634"	"nucleus"	"SPCC962.06c"	"bpb1"
"O74555"	"GO:0005829"	"cytosol"	"SPCC962.06c"	"bpb1"
"O94350"	"GO:0004121"	"cystathionine beta-lyase activity"	"SPCC11E10.01 SPCC61.06"	"str3"
"O94350"	"GO:0003824"	"catalytic activity"	"SPCC11E10.01 SPCC61.06"	"str3"
"O94350"	"GO:0019343"	"cysteine biosynthetic process via cystathionine"	"SPCC11E10.01 SPCC61.06"	"str3"
"O94350"	"GO:0019346"	"transsulfuration"	"SPCC11E10.01 SPCC61.06"	"str3"
"O94350"	"GO:0003962"	"cystathionine gamma-synthase activity"	"SPCC11E10.01 SPCC61.06"	"str3"
"O94350"	"GO:0071266"	"'de novo' L-methionine biosynthetic process"	"SPCC11E10.01 SPCC61.06"	"str3"
"O94350"	"GO:0004123"	"cystathionine gamma-lyase activity"	"SPCC11E10.01 SPCC61.06"	"str3"
"O94350"	"GO:0005777"	"peroxisome"	"SPCC11E10.01 SPCC61.06"	"str3"
"O94350"	"GO:0030170"	"pyridoxal phosphate binding"	"SPCC11E10.01 SPCC61.06"	"str3"
"O94350"	"GO:0009086"	"methionine biosynthetic process"	"SPCC11E10.01 SPCC61.06"	"str3"
"O94350"	"GO:0005634"	"nucleus"	"SPCC11E10.01 SPCC61.06"	"str3"
"Q9USK6"	"GO:0061671"	"Cbp3p-Cbp6 complex"	"SPCC4B3.17"	"cbp3"
"Q9USK6"	"GO:0032592"	"integral component of mitochondrial membrane"	"SPCC4B3.17"	"cbp3"
"Q9USK6"	"GO:0034551"	"mitochondrial respiratory chain complex III assembly"	"SPCC4B3.17"	"cbp3"
"Q9USK6"	"GO:0070131"	"positive regulation of mitochondrial translation"	"SPCC4B3.17"	"cbp3"
"Q9USK6"	"GO:0005761"	"mitochondrial ribosome"	"SPCC4B3.17"	"cbp3"
"Q9USK6"	"GO:0043022"	"ribosome binding"	"SPCC4B3.17"	"cbp3"
"Q9USK6"	"GO:0005739"	"mitochondrion"	"SPCC4B3.17"	"cbp3"
"O74630"	"GO:0006975"	"DNA damage induced protein phosphorylation"	"SPCC23B6.03c"	"tel1"
"O74630"	"GO:0016572"	"histone phosphorylation"	"SPCC23B6.03c"	"tel1"
"O74630"	"GO:0010212"	"response to ionizing radiation"	"SPCC23B6.03c"	"tel1"
"O74630"	"GO:0016301"	"kinase activity"	"SPCC23B6.03c"	"tel1"
"O74630"	"GO:0042162"	"telomeric DNA binding"	"SPCC23B6.03c"	"tel1"
"O74630"	"GO:0004672"	"protein kinase activity"	"SPCC23B6.03c"	"tel1"
"O74630"	"GO:0000077"	"DNA damage checkpoint"	"SPCC23B6.03c"	"tel1"
"O74630"	"GO:0006281"	"DNA repair"	"SPCC23B6.03c"	"tel1"
"O74630"	"GO:0006974"	"cellular response to DNA damage stimulus"	"SPCC23B6.03c"	"tel1"
"O74630"	"GO:0004674"	"protein serine/threonine kinase activity"	"SPCC23B6.03c"	"tel1"
"O74630"	"GO:0000723"	"telomere maintenance"	"SPCC23B6.03c"	"tel1"
"O74630"	"GO:0000781"	"chromosome, telomeric region"	"SPCC23B6.03c"	"tel1"
"O74630"	"GO:0006302"	"double-strand break repair"	"SPCC23B6.03c"	"tel1"
"O74630"	"GO:0016310"	"phosphorylation"	"SPCC23B6.03c"	"tel1"
"O74630"	"GO:0005634"	"nucleus"	"SPCC23B6.03c"	"tel1"
"O74630"	"GO:0005524"	"ATP binding"	"SPCC23B6.03c"	"tel1"
"O74630"	"GO:0005515"	"protein binding"	"SPCC23B6.03c"	"tel1"
"P28829"	"GO:0000186"	"activation of MAPKK activity"	"SPBC1D7.05 SPBC2F12.01"	"byr2"
"P28829"	"GO:0032093"	"SAM domain binding"	"SPBC1D7.05 SPBC2F12.01"	"byr2"
"P28829"	"GO:0010525"	"regulation of transposition, RNA-mediated"	"SPBC1D7.05 SPBC2F12.01"	"byr2"
"P28829"	"GO:0000165"	"MAPK cascade"	"SPBC1D7.05 SPBC2F12.01"	"byr2"
"P28829"	"GO:0004709"	"MAP kinase kinase kinase activity"	"SPBC1D7.05 SPBC2F12.01"	"byr2"
"P28829"	"GO:0000750"	"pheromone-dependent signal transduction involved in conjugation with cellular fusion"	"SPBC1D7.05 SPBC2F12.01"	"byr2"
"P28829"	"GO:0000196"	"cell wall integrity MAPK cascade"	"SPBC1D7.05 SPBC2F12.01"	"byr2"
"P28829"	"GO:0004672"	"protein kinase activity"	"SPBC1D7.05 SPBC2F12.01"	"byr2"
"P28829"	"GO:0006468"	"protein phosphorylation"	"SPBC1D7.05 SPBC2F12.01"	"byr2"
"P28829"	"GO:0042981"	"regulation of apoptotic process"	"SPBC1D7.05 SPBC2F12.01"	"byr2"
"P28829"	"GO:0007346"	"regulation of mitotic cell cycle"	"SPBC1D7.05 SPBC2F12.01"	"byr2"
"P28829"	"GO:0031098"	"stress-activated protein kinase signaling cascade"	"SPBC1D7.05 SPBC2F12.01"	"byr2"
"P28829"	"GO:0034605"	"cellular response to heat"	"SPBC1D7.05 SPBC2F12.01"	"byr2"
"P28829"	"GO:0001403"	"invasive growth in response to glucose limitation"	"SPBC1D7.05 SPBC2F12.01"	"byr2"
"P28829"	"GO:0042802"	"identical protein binding"	"SPBC1D7.05 SPBC2F12.01"	"byr2"
"P28829"	"GO:0007124"	"pseudohyphal growth"	"SPBC1D7.05 SPBC2F12.01"	"byr2"
"P28829"	"GO:0005524"	"ATP binding"	"SPBC1D7.05 SPBC2F12.01"	"byr2"
"P28829"	"GO:0005737"	"cytoplasm"	"SPBC1D7.05 SPBC2F12.01"	"byr2"
"P28829"	"GO:0007232"	"osmosensory signaling pathway via Sho1 osmosensor"	"SPBC1D7.05 SPBC2F12.01"	"byr2"
"P28829"	"GO:0005515"	"protein binding"	"SPBC1D7.05 SPBC2F12.01"	"byr2"
"Q96WV5"	"GO:0030126"	"COPI vesicle coat"	"SPBPJ4664.04"	""
"Q96WV5"	"GO:0006891"	"intra-Golgi vesicle-mediated transport"	"SPBPJ4664.04"	""
"Q96WV5"	"GO:0006890"	"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"	"SPBPJ4664.04"	""
"Q96WV5"	"GO:0005198"	"structural molecule activity"	"SPBPJ4664.04"	""
"Q96WV5"	"GO:0000139"	"Golgi membrane"	"SPBPJ4664.04"	""
"Q96WV5"	"GO:0006886"	"intracellular protein transport"	"SPBPJ4664.04"	""
"Q96WV5"	"GO:0016192"	"vesicle-mediated transport"	"SPBPJ4664.04"	""
"Q96WV5"	"GO:0043130"	"ubiquitin binding"	"SPBPJ4664.04"	""
"Q96WV5"	"GO:0006888"	"endoplasmic reticulum to Golgi vesicle-mediated transport"	"SPBPJ4664.04"	""
"Q96WV5"	"GO:0030117"	"membrane coat"	"SPBPJ4664.04"	""
"Q96WV5"	"GO:0005515"	"protein binding"	"SPBPJ4664.04"	""
"P50998"	"GO:0009168"	"purine ribonucleoside monophosphate biosynthetic process"	"SPBC106.04"	"ada1"
"P50998"	"GO:0006178"	"guanine salvage"	"SPBC106.04"	"ada1"
"P50998"	"GO:0003876"	"AMP deaminase activity"	"SPBC106.04"	"ada1"
"P50998"	"GO:0006163"	"purine nucleotide metabolic process"	"SPBC106.04"	"ada1"
"P50998"	"GO:0032264"	"IMP salvage"	"SPBC106.04"	"ada1"
"P50998"	"GO:0046872"	"metal ion binding"	"SPBC106.04"	"ada1"
"P50998"	"GO:0019239"	"deaminase activity"	"SPBC106.04"	"ada1"
"O94277"	"GO:0046820"	"4-amino-4-deoxychorismate synthase activity"	"SPBP8B7.29"	""
"O94277"	"GO:0008153"	"para-aminobenzoic acid biosynthetic process"	"SPBP8B7.29"	""
"O94277"	"GO:0006541"	"glutamine metabolic process"	"SPBP8B7.29"	""
"O94277"	"GO:0046654"	"tetrahydrofolate biosynthetic process"	"SPBP8B7.29"	""
"O94277"	"GO:0046656"	"folic acid biosynthetic process"	"SPBP8B7.29"	""
"O94277"	"GO:0009058"	"biosynthetic process"	"SPBP8B7.29"	""
"O94277"	"GO:0005737"	"cytoplasm"	"SPBP8B7.29"	""
"O74754"	"GO:0005756"	"mitochondrial proton-transporting ATP synthase, central stalk"	"SPBC1734.13"	"atp3"
"O74754"	"GO:0046933"	"proton-transporting ATP synthase activity, rotational mechanism"	"SPBC1734.13"	"atp3"
"O74754"	"GO:0015986"	"ATP synthesis coupled proton transport"	"SPBC1734.13"	"atp3"
"O74754"	"GO:0045261"	"proton-transporting ATP synthase complex, catalytic core F(1)"	"SPBC1734.13"	"atp3"
"O14007"	"GO:0000495"	"box H/ACA snoRNA 3'-end processing"	"SPAC29A4.04c"	"cbf5"
"O14007"	"GO:0006396"	"RNA processing"	"SPAC29A4.04c"	"cbf5"
"O14007"	"GO:0031118"	"rRNA pseudouridine synthesis"	"SPAC29A4.04c"	"cbf5"
"O14007"	"GO:0031429"	"box H/ACA snoRNP complex"	"SPAC29A4.04c"	"cbf5"
"O14007"	"GO:0000154"	"rRNA modification"	"SPAC29A4.04c"	"cbf5"
"O14007"	"GO:0001522"	"pseudouridine synthesis"	"SPAC29A4.04c"	"cbf5"
"O14007"	"GO:0031120"	"snRNA pseudouridine synthesis"	"SPAC29A4.04c"	"cbf5"
"O14007"	"GO:1990481"	"mRNA pseudouridine synthesis"	"SPAC29A4.04c"	"cbf5"
"O14007"	"GO:0009982"	"pseudouridine synthase activity"	"SPAC29A4.04c"	"cbf5"
"O14007"	"GO:0000775"	"chromosome, centromeric region"	"SPAC29A4.04c"	"cbf5"
"O14007"	"GO:0009451"	"RNA modification"	"SPAC29A4.04c"	"cbf5"
"O14007"	"GO:0006364"	"rRNA processing"	"SPAC29A4.04c"	"cbf5"
"O14007"	"GO:0051301"	"cell division"	"SPAC29A4.04c"	"cbf5"
"O14007"	"GO:0003677"	"DNA binding"	"SPAC29A4.04c"	"cbf5"
"O14007"	"GO:0007049"	"cell cycle"	"SPAC29A4.04c"	"cbf5"
"O14007"	"GO:0003723"	"RNA binding"	"SPAC29A4.04c"	"cbf5"
"O14007"	"GO:0005874"	"microtubule"	"SPAC29A4.04c"	"cbf5"
"O14007"	"GO:0005730"	"nucleolus"	"SPAC29A4.04c"	"cbf5"
"O14007"	"GO:0005737"	"cytoplasm"	"SPAC29A4.04c"	"cbf5"
"P05933"	"GO:1903525"	"regulation of membrane tubulation"	"SPAC3A12.14"	"cam1"
"P05933"	"GO:0048306"	"calcium-dependent protein binding"	"SPAC3A12.14"	"cam1"
"P05933"	"GO:0051019"	"mitogen-activated protein kinase binding"	"SPAC3A12.14"	"cam1"
"P05933"	"GO:0007010"	"cytoskeleton organization"	"SPAC3A12.14"	"cam1"
"P05933"	"GO:0051300"	"spindle pole body organization"	"SPAC3A12.14"	"cam1"
"P05933"	"GO:0019722"	"calcium-mediated signaling"	"SPAC3A12.14"	"cam1"
"P05933"	"GO:0006661"	"phosphatidylinositol biosynthetic process"	"SPAC3A12.14"	"cam1"
"P05933"	"GO:0006898"	"receptor-mediated endocytosis"	"SPAC3A12.14"	"cam1"
"P05933"	"GO:0007114"	"cell budding"	"SPAC3A12.14"	"cam1"
"P05933"	"GO:0006607"	"NLS-bearing protein import into nucleus"	"SPAC3A12.14"	"cam1"
"P05933"	"GO:0043332"	"mating projection tip"	"SPAC3A12.14"	"cam1"
"P05933"	"GO:0042991"	"obsolete transcription factor import into nucleus"	"SPAC3A12.14"	"cam1"
"P05933"	"GO:0016237"	"lysosomal microautophagy"	"SPAC3A12.14"	"cam1"
"P05933"	"GO:0005509"	"calcium ion binding"	"SPAC3A12.14"	"cam1"
"P05933"	"GO:0000131"	"incipient cellular bud site"	"SPAC3A12.14"	"cam1"
"P05933"	"GO:0005934"	"cellular bud tip"	"SPAC3A12.14"	"cam1"
"P05933"	"GO:0005935"	"cellular bud neck"	"SPAC3A12.14"	"cam1"
"P05933"	"GO:0006897"	"endocytosis"	"SPAC3A12.14"	"cam1"
"P05933"	"GO:0042144"	"vacuole fusion, non-autophagic"	"SPAC3A12.14"	"cam1"
"P05933"	"GO:0005823"	"central plaque of spindle pole body"	"SPAC3A12.14"	"cam1"
"P05933"	"GO:0000742"	"karyogamy involved in conjugation with cellular fusion"	"SPAC3A12.14"	"cam1"
"Q9P7J3"	"GO:0006310"	"DNA recombination"	"SPCC24B10.12"	"cgi121"
"Q9P7J3"	"GO:0000723"	"telomere maintenance"	"SPCC24B10.12"	"cgi121"
"Q9P7J3"	"GO:0000722"	"telomere maintenance via recombination"	"SPCC24B10.12"	"cgi121"
"Q9P7J3"	"GO:0090342"	"regulation of cell aging"	"SPCC24B10.12"	"cgi121"
"Q9P7J3"	"GO:0000408"	"EKC/KEOPS complex"	"SPCC24B10.12"	"cgi121"
"Q9P7J3"	"GO:0005654"	"nucleoplasm"	"SPCC24B10.12"	"cgi121"
"Q9P7J3"	"GO:0006400"	"tRNA modification"	"SPCC24B10.12"	"cgi121"
"Q9P7J3"	"GO:0000781"	"chromosome, telomeric region"	"SPCC24B10.12"	"cgi121"
"Q9P7J3"	"GO:0045944"	"positive regulation of transcription by RNA polymerase II"	"SPCC24B10.12"	"cgi121"
"Q9P7J3"	"GO:0006351"	"transcription, DNA-templated"	"SPCC24B10.12"	"cgi121"
"Q9USQ2"	"GO:0051415"	"microtubule nucleation by interphase microtubule organizing center"	"SPBC428.20c SPBC902.01c"	"alp6"
"Q9USQ2"	"GO:0043015"	"gamma-tubulin binding"	"SPBC428.20c SPBC902.01c"	"alp6"
"Q9USQ2"	"GO:0000923"	"equatorial microtubule organizing center"	"SPBC428.20c SPBC902.01c"	"alp6"
"Q9USQ2"	"GO:0090307"	"mitotic spindle assembly"	"SPBC428.20c SPBC902.01c"	"alp6"
"Q9USQ2"	"GO:0031122"	"cytoplasmic microtubule organization"	"SPBC428.20c SPBC902.01c"	"alp6"
"Q9USQ2"	"GO:0000928"	"gamma-tubulin small complex, spindle pole body"	"SPBC428.20c SPBC902.01c"	"alp6"
"Q9USQ2"	"GO:0005824"	"outer plaque of spindle pole body"	"SPBC428.20c SPBC902.01c"	"alp6"
"Q9USQ2"	"GO:0000226"	"microtubule cytoskeleton organization"	"SPBC428.20c SPBC902.01c"	"alp6"
"Q9USQ2"	"GO:0051321"	"meiotic cell cycle"	"SPBC428.20c SPBC902.01c"	"alp6"
"Q9USQ2"	"GO:0005200"	"structural constituent of cytoskeleton"	"SPBC428.20c SPBC902.01c"	"alp6"
"Q9USQ2"	"GO:0005634"	"nucleus"	"SPBC428.20c SPBC902.01c"	"alp6"
"Q9USQ2"	"GO:0007020"	"microtubule nucleation"	"SPBC428.20c SPBC902.01c"	"alp6"
"Q9USQ2"	"GO:0005822"	"inner plaque of spindle pole body"	"SPBC428.20c SPBC902.01c"	"alp6"
"Q9USQ2"	"GO:0000922"	"spindle pole"	"SPBC428.20c SPBC902.01c"	"alp6"
"Q9USQ2"	"GO:0005874"	"microtubule"	"SPBC428.20c SPBC902.01c"	"alp6"
"Q9USQ2"	"GO:0005815"	"microtubule organizing center"	"SPBC428.20c SPBC902.01c"	"alp6"
"O59710"	"GO:0015039"	"NADPH-adrenodoxin reductase activity"	"SPBC3B8.01c"	"arh1"
"O59710"	"GO:0006744"	"ubiquinone biosynthetic process"	"SPBC3B8.01c"	"arh1"
"O59710"	"GO:0055114"	"oxidation-reduction process"	"SPBC3B8.01c"	"arh1"
"O59710"	"GO:0016491"	"oxidoreductase activity"	"SPBC3B8.01c"	"arh1"
"O59710"	"GO:0006879"	"cellular iron ion homeostasis"	"SPBC3B8.01c"	"arh1"
"O59710"	"GO:0005759"	"mitochondrial matrix"	"SPBC3B8.01c"	"arh1"
"O59710"	"GO:0005743"	"mitochondrial inner membrane"	"SPBC3B8.01c"	"arh1"
"Q9US05"	"GO:0006364"	"rRNA processing"	"SPAC664.08c"	"bfr2"
"Q9US05"	"GO:0000462"	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"SPAC664.08c"	"bfr2"
"Q9US05"	"GO:0032040"	"small-subunit processome"	"SPAC664.08c"	"bfr2"
"Q9US05"	"GO:0015031"	"protein transport"	"SPAC664.08c"	"bfr2"
"Q9US05"	"GO:0016192"	"vesicle-mediated transport"	"SPAC664.08c"	"bfr2"
"Q9US05"	"GO:0005634"	"nucleus"	"SPAC664.08c"	"bfr2"
"Q9US05"	"GO:0005730"	"nucleolus"	"SPAC664.08c"	"bfr2"
"P01129"	"GO:0010845"	"positive regulation of reciprocal meiotic recombination"	"SPBC336.12c"	"cdc10"
"P01129"	"GO:0030907"	"MBF transcription complex"	"SPBC336.12c"	"cdc10"
"P01129"	"GO:0071931"	"positive regulation of transcription involved in G1/S transition of mitotic cell cycle"	"SPBC336.12c"	"cdc10"
"P01129"	"GO:0061408"	"positive regulation of transcription from RNA polymerase II promoter in response to heat stress"	"SPBC336.12c"	"cdc10"
"P01129"	"GO:0033309"	"SBF transcription complex"	"SPBC336.12c"	"cdc10"
"P01129"	"GO:0000790"	"nuclear chromatin"	"SPBC336.12c"	"cdc10"
"P01129"	"GO:0045944"	"positive regulation of transcription by RNA polymerase II"	"SPBC336.12c"	"cdc10"
"P01129"	"GO:0003677"	"DNA binding"	"SPBC336.12c"	"cdc10"
"P01129"	"GO:0005634"	"nucleus"	"SPBC336.12c"	"cdc10"
"P01129"	"GO:0005737"	"cytoplasm"	"SPBC336.12c"	"cdc10"
"P01129"	"GO:0005515"	"protein binding"	"SPBC336.12c"	"cdc10"
"Q10357"	"GO:0030001"	"metal ion transport"	"SPAC22E12.04"	"ccs1"
"Q10357"	"GO:0006801"	"superoxide metabolic process"	"SPAC22E12.04"	"ccs1"
"Q10357"	"GO:0005615"	"extracellular space"	"SPAC22E12.04"	"ccs1"
"Q10357"	"GO:0015680"	"protein maturation by copper ion transfer"	"SPAC22E12.04"	"ccs1"
"Q10357"	"GO:0016532"	"superoxide dismutase copper chaperone activity"	"SPAC22E12.04"	"ccs1"
"Q10357"	"GO:0005758"	"mitochondrial intermembrane space"	"SPAC22E12.04"	"ccs1"
"Q10357"	"GO:0008270"	"zinc ion binding"	"SPAC22E12.04"	"ccs1"
"Q10357"	"GO:0005634"	"nucleus"	"SPAC22E12.04"	"ccs1"
"Q10357"	"GO:0005829"	"cytosol"	"SPAC22E12.04"	"ccs1"
"Q10357"	"GO:0046872"	"metal ion binding"	"SPAC22E12.04"	"ccs1"
"Q10357"	"GO:0005743"	"mitochondrial inner membrane"	"SPAC22E12.04"	"ccs1"
"Q96WW6"	"GO:0004378"	"GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity"	"pi010 SPBC11B10.01 SPBC32H8.14"	"alg2"
"Q96WW6"	"GO:0102704"	"GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity"	"pi010 SPBC11B10.01 SPBC32H8.14"	"alg2"
"Q96WW6"	"GO:0033577"	"protein glycosylation in endoplasmic reticulum"	"pi010 SPBC11B10.01 SPBC32H8.14"	"alg2"
"Q96WW6"	"GO:0033164"	"glycolipid 6-alpha-mannosyltransferase activity"	"pi010 SPBC11B10.01 SPBC32H8.14"	"alg2"
"Q96WW6"	"GO:0006490"	"oligosaccharide-lipid intermediate biosynthetic process"	"pi010 SPBC11B10.01 SPBC32H8.14"	"alg2"
"Q96WW6"	"GO:0000009"	"alpha-1,6-mannosyltransferase activity"	"pi010 SPBC11B10.01 SPBC32H8.14"	"alg2"
"Q96WW6"	"GO:0000033"	"alpha-1,3-mannosyltransferase activity"	"pi010 SPBC11B10.01 SPBC32H8.14"	"alg2"
"Q96WW6"	"GO:0006486"	"protein glycosylation"	"pi010 SPBC11B10.01 SPBC32H8.14"	"alg2"
"Q96WW6"	"GO:0005783"	"endoplasmic reticulum"	"pi010 SPBC11B10.01 SPBC32H8.14"	"alg2"
"Q96WW6"	"GO:0005789"	"endoplasmic reticulum membrane"	"pi010 SPBC11B10.01 SPBC32H8.14"	"alg2"
