"UniprotID"	"GOterm"	"GOname"	"GeneName"	"GeneShort"
"W0T4V8"	"GO:0005776"	"autophagosome"	"KLMA_20199"	"ATG5"
"W0T4V8"	"GO:0016787"	"hydrolase activity"	"KLMA_20199"	"ATG5"
"W0T4V8"	"GO:0034045"	"phagophore assembly site membrane"	"KLMA_20199"	"ATG5"
"W0T4V8"	"GO:0044805"	"late nucleophagy"	"KLMA_20199"	"ATG5"
"W0T4V8"	"GO:0000422"	"autophagy of mitochondrion"	"KLMA_20199"	"ATG5"
"W0T4V8"	"GO:0008047"	"enzyme activator activity"	"KLMA_20199"	"ATG5"
"W0T4V8"	"GO:0006995"	"cellular response to nitrogen starvation"	"KLMA_20199"	"ATG5"
"W0T4V8"	"GO:0006914"	"autophagy"	"KLMA_20199"	"ATG5"
"W0T4V8"	"GO:0015031"	"protein transport"	"KLMA_20199"	"ATG5"
"W0T4V8"	"GO:0032258"	"cytoplasm to vacuole transport by the Cvt pathway"	"KLMA_20199"	"ATG5"
"W0T4V8"	"GO:0034727"	"piecemeal microautophagy of the nucleus"	"KLMA_20199"	"ATG5"
"W0T4V8"	"GO:0000045"	"autophagosome assembly"	"KLMA_20199"	"ATG5"
"W0T4V8"	"GO:0000407"	"phagophore assembly site"	"KLMA_20199"	"ATG5"
"W0T4V8"	"GO:0016236"	"macroautophagy"	"KLMA_20199"	"ATG5"
"W0T4V8"	"GO:0016020"	"membrane"	"KLMA_20199"	"ATG5"
"W0T4V8"	"GO:0005829"	"cytosol"	"KLMA_20199"	"ATG5"
"W0T4V8"	"GO:0005737"	"cytoplasm"	"KLMA_20199"	"ATG5"
"W0TCD0"	"GO:0061908"	"phagophore"	"KLMA_50633"	"ATG2"
"W0TCD0"	"GO:0097632"	"extrinsic component of phagophore assembly site membrane"	"KLMA_50633"	"ATG2"
"W0TCD0"	"GO:0061709"	"reticulophagy"	"KLMA_50633"	"ATG2"
"W0TCD0"	"GO:0044805"	"late nucleophagy"	"KLMA_50633"	"ATG2"
"W0TCD0"	"GO:0000422"	"autophagy of mitochondrion"	"KLMA_50633"	"ATG2"
"W0TCD0"	"GO:0032266"	"phosphatidylinositol-3-phosphate binding"	"KLMA_50633"	"ATG2"
"W0TCD0"	"GO:0006914"	"autophagy"	"KLMA_50633"	"ATG2"
"W0TCD0"	"GO:0015031"	"protein transport"	"KLMA_50633"	"ATG2"
"W0TCD0"	"GO:0019898"	"extrinsic component of membrane"	"KLMA_50633"	"ATG2"
"W0TCD0"	"GO:0032258"	"cytoplasm to vacuole transport by the Cvt pathway"	"KLMA_50633"	"ATG2"
"W0TCD0"	"GO:0034727"	"piecemeal microautophagy of the nucleus"	"KLMA_50633"	"ATG2"
"W0TCD0"	"GO:0030242"	"autophagy of peroxisome"	"KLMA_50633"	"ATG2"
"W0TCD0"	"GO:0000045"	"autophagosome assembly"	"KLMA_50633"	"ATG2"
"W0TCD0"	"GO:0000407"	"phagophore assembly site"	"KLMA_50633"	"ATG2"
"W0TCD0"	"GO:0005737"	"cytoplasm"	"KLMA_50633"	"ATG2"
"W0T3R8"	"GO:0045772"	"positive regulation of autophagosome size"	"KLMA_10625"	"ATG17"
"W0T3R8"	"GO:2000786"	"positive regulation of autophagosome assembly"	"KLMA_10625"	"ATG17"
"W0T3R8"	"GO:0120095"	"vacuole-isolation membrane contact site"	"KLMA_10625"	"ATG17"
"W0T3R8"	"GO:0034045"	"phagophore assembly site membrane"	"KLMA_10625"	"ATG17"
"W0T3R8"	"GO:0030295"	"protein kinase activator activity"	"KLMA_10625"	"ATG17"
"W0T3R8"	"GO:0032147"	"activation of protein kinase activity"	"KLMA_10625"	"ATG17"
"W0T3R8"	"GO:0044805"	"late nucleophagy"	"KLMA_10625"	"ATG17"
"W0T3R8"	"GO:0000422"	"autophagy of mitochondrion"	"KLMA_10625"	"ATG17"
"W0T3R8"	"GO:1990316"	"Atg1/ULK1 kinase complex"	"KLMA_10625"	"ATG17"
"W0T3R8"	"GO:0006914"	"autophagy"	"KLMA_10625"	"ATG17"
"W0T3R8"	"GO:0000149"	"SNARE binding"	"KLMA_10625"	"ATG17"
"W0T3R8"	"GO:0034727"	"piecemeal microautophagy of the nucleus"	"KLMA_10625"	"ATG17"
"W0T3R8"	"GO:0030242"	"autophagy of peroxisome"	"KLMA_10625"	"ATG17"
"W0T3R8"	"GO:0034497"	"protein localization to phagophore assembly site"	"KLMA_10625"	"ATG17"
"W0T3R8"	"GO:0000045"	"autophagosome assembly"	"KLMA_10625"	"ATG17"
"W0T3R8"	"GO:0000407"	"phagophore assembly site"	"KLMA_10625"	"ATG17"
"W0TIW1"	"GO:0061908"	"phagophore"	"KLMA_70236"	"ATG9"
"W0TIW1"	"GO:0061709"	"reticulophagy"	"KLMA_70236"	"ATG9"
"W0TIW1"	"GO:0005776"	"autophagosome"	"KLMA_70236"	"ATG9"
"W0TIW1"	"GO:0051260"	"protein homooligomerization"	"KLMA_70236"	"ATG9"
"W0TIW1"	"GO:0034045"	"phagophore assembly site membrane"	"KLMA_70236"	"ATG9"
"W0TIW1"	"GO:0030659"	"cytoplasmic vesicle membrane"	"KLMA_70236"	"ATG9"
"W0TIW1"	"GO:0044805"	"late nucleophagy"	"KLMA_70236"	"ATG9"
"W0TIW1"	"GO:0000422"	"autophagy of mitochondrion"	"KLMA_70236"	"ATG9"
"W0TIW1"	"GO:0000139"	"Golgi membrane"	"KLMA_70236"	"ATG9"
"W0TIW1"	"GO:0031966"	"mitochondrial membrane"	"KLMA_70236"	"ATG9"
"W0TIW1"	"GO:0006914"	"autophagy"	"KLMA_70236"	"ATG9"
"W0TIW1"	"GO:0015031"	"protein transport"	"KLMA_70236"	"ATG9"
"W0TIW1"	"GO:0032258"	"cytoplasm to vacuole transport by the Cvt pathway"	"KLMA_70236"	"ATG9"
"W0TIW1"	"GO:0034727"	"piecemeal microautophagy of the nucleus"	"KLMA_70236"	"ATG9"
"W0TIW1"	"GO:0034497"	"protein localization to phagophore assembly site"	"KLMA_70236"	"ATG9"
"W0TIW1"	"GO:0000045"	"autophagosome assembly"	"KLMA_70236"	"ATG9"
"W0TIW1"	"GO:0000407"	"phagophore assembly site"	"KLMA_70236"	"ATG9"
"W0TIW1"	"GO:0005739"	"mitochondrion"	"KLMA_70236"	"ATG9"
"W0TIW1"	"GO:0005789"	"endoplasmic reticulum membrane"	"KLMA_70236"	"ATG9"
"W0TIW1"	"GO:0016021"	"integral component of membrane"	"KLMA_70236"	"ATG9"
"W0TGM7"	"GO:0051697"	"protein delipidation"	"KLMA_50615"	"ATG4"
"W0TGM7"	"GO:0019786"	"Atg8-specific protease activity"	"KLMA_50615"	"ATG4"
"W0TGM7"	"GO:0006501"	"C-terminal protein lipidation"	"KLMA_50615"	"ATG4"
"W0TGM7"	"GO:0004197"	"cysteine-type endopeptidase activity"	"KLMA_50615"	"ATG4"
"W0TGM7"	"GO:0006612"	"protein targeting to membrane"	"KLMA_50615"	"ATG4"
"W0TGM7"	"GO:0006508"	"proteolysis"	"KLMA_50615"	"ATG4"
"W0TGM7"	"GO:0044805"	"late nucleophagy"	"KLMA_50615"	"ATG4"
"W0TGM7"	"GO:0000422"	"autophagy of mitochondrion"	"KLMA_50615"	"ATG4"
"W0TGM7"	"GO:0006914"	"autophagy"	"KLMA_50615"	"ATG4"
"W0TGM7"	"GO:0032258"	"cytoplasm to vacuole transport by the Cvt pathway"	"KLMA_50615"	"ATG4"
"W0TGM7"	"GO:0034727"	"piecemeal microautophagy of the nucleus"	"KLMA_50615"	"ATG4"
"W0TGM7"	"GO:0000045"	"autophagosome assembly"	"KLMA_50615"	"ATG4"
"W0TGM7"	"GO:0005634"	"nucleus"	"KLMA_50615"	"ATG4"
"W0TGM7"	"GO:0005829"	"cytosol"	"KLMA_50615"	"ATG4"
"W0TGM7"	"GO:0005737"	"cytoplasm"	"KLMA_50615"	"ATG4"
"W0TD11"	"GO:0006661"	"phosphatidylinositol biosynthetic process"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0034272"	"phosphatidylinositol 3-kinase complex, class III, type II"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0034271"	"phosphatidylinositol 3-kinase complex, class III, type I"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0120095"	"vacuole-isolation membrane contact site"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0010008"	"endosome membrane"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0034045"	"phagophore assembly site membrane"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0042147"	"retrograde transport, endosome to Golgi"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0006995"	"cellular response to nitrogen starvation"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0006914"	"autophagy"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0005774"	"vacuolar membrane"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0045324"	"late endosome to vacuole transport"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0019898"	"extrinsic component of membrane"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0006623"	"protein targeting to vacuole"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0032258"	"cytoplasm to vacuole transport by the Cvt pathway"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0034727"	"piecemeal microautophagy of the nucleus"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0030242"	"autophagy of peroxisome"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0031410"	"cytoplasmic vesicle"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0000045"	"autophagosome assembly"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0000407"	"phagophore assembly site"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0016236"	"macroautophagy"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0005829"	"cytosol"	"KLMA_50047"	"VPS30"
"W0TD11"	"GO:0005737"	"cytoplasm"	"KLMA_50047"	"VPS30"
"W0TA05"	"GO:0008641"	"ubiquitin-like modifier activating enzyme activity"	"KLMA_40433"	"ATG7"
"W0TA05"	"GO:0050832"	"defense response to fungus"	"KLMA_40433"	"ATG7"
"W0TA05"	"GO:0019778"	"Atg12 activating enzyme activity"	"KLMA_40433"	"ATG7"
"W0TA05"	"GO:0006501"	"C-terminal protein lipidation"	"KLMA_40433"	"ATG7"
"W0TA05"	"GO:0032446"	"protein modification by small protein conjugation"	"KLMA_40433"	"ATG7"
"W0TA05"	"GO:0019779"	"Atg8 activating enzyme activity"	"KLMA_40433"	"ATG7"
"W0TA05"	"GO:0097632"	"extrinsic component of phagophore assembly site membrane"	"KLMA_40433"	"ATG7"
"W0TA05"	"GO:0044805"	"late nucleophagy"	"KLMA_40433"	"ATG7"
"W0TA05"	"GO:0000422"	"autophagy of mitochondrion"	"KLMA_40433"	"ATG7"
"W0TA05"	"GO:0006995"	"cellular response to nitrogen starvation"	"KLMA_40433"	"ATG7"
"W0TA05"	"GO:0006914"	"autophagy"	"KLMA_40433"	"ATG7"
"W0TA05"	"GO:0015031"	"protein transport"	"KLMA_40433"	"ATG7"
"W0TA05"	"GO:0042802"	"identical protein binding"	"KLMA_40433"	"ATG7"
"W0TA05"	"GO:0032258"	"cytoplasm to vacuole transport by the Cvt pathway"	"KLMA_40433"	"ATG7"
"W0TA05"	"GO:0034727"	"piecemeal microautophagy of the nucleus"	"KLMA_40433"	"ATG7"
"W0TA05"	"GO:0000045"	"autophagosome assembly"	"KLMA_40433"	"ATG7"
"W0TA05"	"GO:0000407"	"phagophore assembly site"	"KLMA_40433"	"ATG7"
"W0TA05"	"GO:0016236"	"macroautophagy"	"KLMA_40433"	"ATG7"
"W0TA05"	"GO:0016020"	"membrane"	"KLMA_40433"	"ATG7"
"W0TA05"	"GO:0005829"	"cytosol"	"KLMA_40433"	"ATG7"
"W0TA05"	"GO:0005737"	"cytoplasm"	"KLMA_40433"	"ATG7"
"W0TA43"	"GO:0120095"	"vacuole-isolation membrane contact site"	"KLMA_40473"	"ATG13"
"W0TA43"	"GO:0019887"	"protein kinase regulator activity"	"KLMA_40473"	"ATG13"
"W0TA43"	"GO:0032147"	"activation of protein kinase activity"	"KLMA_40473"	"ATG13"
"W0TA43"	"GO:0044805"	"late nucleophagy"	"KLMA_40473"	"ATG13"
"W0TA43"	"GO:0000422"	"autophagy of mitochondrion"	"KLMA_40473"	"ATG13"
"W0TA43"	"GO:1990316"	"Atg1/ULK1 kinase complex"	"KLMA_40473"	"ATG13"
"W0TA43"	"GO:0006914"	"autophagy"	"KLMA_40473"	"ATG13"
"W0TA43"	"GO:0015031"	"protein transport"	"KLMA_40473"	"ATG13"
"W0TA43"	"GO:0019898"	"extrinsic component of membrane"	"KLMA_40473"	"ATG13"
"W0TA43"	"GO:0034727"	"piecemeal microautophagy of the nucleus"	"KLMA_40473"	"ATG13"
"W0TA43"	"GO:0034497"	"protein localization to phagophore assembly site"	"KLMA_40473"	"ATG13"
"W0TA43"	"GO:0000045"	"autophagosome assembly"	"KLMA_40473"	"ATG13"
"W0TA43"	"GO:0071255"	"Cvt vesicle assembly"	"KLMA_40473"	"ATG13"
"W0TA43"	"GO:0000407"	"phagophore assembly site"	"KLMA_40473"	"ATG13"
"W0TA43"	"GO:0016236"	"macroautophagy"	"KLMA_40473"	"ATG13"
"W0THY6"	"GO:0008429"	"phosphatidylethanolamine binding"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0120095"	"vacuole-isolation membrane contact site"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0016241"	"regulation of macroautophagy"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0071211"	"protein targeting to vacuole involved in autophagy"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0000421"	"autophagosome membrane"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0061709"	"reticulophagy"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0033110"	"Cvt vesicle membrane"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0005776"	"autophagosome"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0031386"	"protein tag"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0034629"	"cellular protein-containing complex localization"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0044805"	"late nucleophagy"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0000422"	"autophagy of mitochondrion"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0000329"	"fungal-type vacuole membrane"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0006995"	"cellular response to nitrogen starvation"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0006914"	"autophagy"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0061025"	"membrane fusion"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0019898"	"extrinsic component of membrane"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0032258"	"cytoplasm to vacuole transport by the Cvt pathway"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0034727"	"piecemeal microautophagy of the nucleus"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0006888"	"endoplasmic reticulum to Golgi vesicle-mediated transport"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0034497"	"protein localization to phagophore assembly site"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0000045"	"autophagosome assembly"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0000407"	"phagophore assembly site"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0005829"	"cytosol"	"KLMA_80372"	"ATG8"
"W0THY6"	"GO:0005737"	"cytoplasm"	"KLMA_80372"	"ATG8"
"W0T9X4"	"GO:0097635"	"extrinsic component of autophagosome membrane"	"KLMA_30321"	"ATG1"
"W0T9X4"	"GO:0061908"	"phagophore"	"KLMA_30321"	"ATG1"
"W0T9X4"	"GO:0120095"	"vacuole-isolation membrane contact site"	"KLMA_30321"	"ATG1"
"W0T9X4"	"GO:0000421"	"autophagosome membrane"	"KLMA_30321"	"ATG1"
"W0T9X4"	"GO:0061709"	"reticulophagy"	"KLMA_30321"	"ATG1"
"W0T9X4"	"GO:0034045"	"phagophore assembly site membrane"	"KLMA_30321"	"ATG1"
"W0T9X4"	"GO:0004672"	"protein kinase activity"	"KLMA_30321"	"ATG1"
"W0T9X4"	"GO:0044805"	"late nucleophagy"	"KLMA_30321"	"ATG1"
"W0T9X4"	"GO:0000422"	"autophagy of mitochondrion"	"KLMA_30321"	"ATG1"
"W0T9X4"	"GO:1990316"	"Atg1/ULK1 kinase complex"	"KLMA_30321"	"ATG1"
"W0T9X4"	"GO:0046777"	"protein autophosphorylation"	"KLMA_30321"	"ATG1"
"W0T9X4"	"GO:0006468"	"protein phosphorylation"	"KLMA_30321"	"ATG1"
"W0T9X4"	"GO:0004674"	"protein serine/threonine kinase activity"	"KLMA_30321"	"ATG1"
"W0T9X4"	"GO:0006914"	"autophagy"	"KLMA_30321"	"ATG1"
"W0T9X4"	"GO:0015031"	"protein transport"	"KLMA_30321"	"ATG1"
"W0T9X4"	"GO:0032258"	"cytoplasm to vacuole transport by the Cvt pathway"	"KLMA_30321"	"ATG1"
"W0T9X4"	"GO:0034727"	"piecemeal microautophagy of the nucleus"	"KLMA_30321"	"ATG1"
"W0T9X4"	"GO:0000045"	"autophagosome assembly"	"KLMA_30321"	"ATG1"
"W0T9X4"	"GO:0000407"	"phagophore assembly site"	"KLMA_30321"	"ATG1"
"W0T9X4"	"GO:0005524"	"ATP binding"	"KLMA_30321"	"ATG1"
"W0T9X4"	"GO:0005829"	"cytosol"	"KLMA_30321"	"ATG1"
"W0T4C1"	"GO:0034274"	"Atg12-Atg5-Atg16 complex"	"KLMA_10251"	"ATG12"
"W0T4C1"	"GO:0006501"	"C-terminal protein lipidation"	"KLMA_10251"	"ATG12"
"W0T4C1"	"GO:0031386"	"protein tag"	"KLMA_10251"	"ATG12"
"W0T4C1"	"GO:0034045"	"phagophore assembly site membrane"	"KLMA_10251"	"ATG12"
"W0T4C1"	"GO:0044805"	"late nucleophagy"	"KLMA_10251"	"ATG12"
"W0T4C1"	"GO:0000422"	"autophagy of mitochondrion"	"KLMA_10251"	"ATG12"
"W0T4C1"	"GO:0008047"	"enzyme activator activity"	"KLMA_10251"	"ATG12"
"W0T4C1"	"GO:0015031"	"protein transport"	"KLMA_10251"	"ATG12"
"W0T4C1"	"GO:0032258"	"cytoplasm to vacuole transport by the Cvt pathway"	"KLMA_10251"	"ATG12"
"W0T4C1"	"GO:0034727"	"piecemeal microautophagy of the nucleus"	"KLMA_10251"	"ATG12"
"W0T4C1"	"GO:0000045"	"autophagosome assembly"	"KLMA_10251"	"ATG12"
"W0T4C1"	"GO:0000407"	"phagophore assembly site"	"KLMA_10251"	"ATG12"
"W0T4C1"	"GO:0005737"	"cytoplasm"	"KLMA_10251"	"ATG12"
"W0TAV5"	"GO:0030050"	"vesicle transport along actin filament"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0045033"	"peroxisome inheritance"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0009826"	"unidimensional cell growth"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0030133"	"transport vesicle"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0031982"	"vesicle"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0007107"	"membrane addition at site of cytokinesis"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0016459"	"myosin complex"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0031941"	"filamentous actin"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0071563"	"Myo2p-Vac17p-Vac8p transport complex"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0048313"	"Golgi inheritance"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0006904"	"vesicle docking involved in exocytosis"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0043332"	"mating projection tip"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0005516"	"calmodulin binding"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0000146"	"microfilament motor activity"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0007018"	"microtubule-based movement"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0000131"	"incipient cellular bud site"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0051015"	"actin filament binding"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0003777"	"microtubule motor activity"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0005934"	"cellular bud tip"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0005935"	"cellular bud neck"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0015031"	"protein transport"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0007118"	"budding cell apical bud growth"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0000001"	"mitochondrion inheritance"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0016192"	"vesicle-mediated transport"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0032432"	"actin filament bundle"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0000011"	"vacuole inheritance"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0000132"	"establishment of mitotic spindle orientation"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0003774"	"motor activity"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0008017"	"microtubule binding"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0005524"	"ATP binding"	"KLMA_50113"	"MYO2"
"W0TAV5"	"GO:0005515"	"protein binding"	"KLMA_50113"	"MYO2"
"W0TE67"	"GO:0004127"	"cytidylate kinase activity"	"KLMA_40365"	"URA6"
"W0TE67"	"GO:0009041"	"uridylate kinase activity"	"KLMA_40365"	"URA6"
"W0TE67"	"GO:0004017"	"adenylate kinase activity"	"KLMA_40365"	"URA6"
"W0TE67"	"GO:0006221"	"pyrimidine nucleotide biosynthetic process"	"KLMA_40365"	"URA6"
"W0TE67"	"GO:0006207"	"'de novo' pyrimidine nucleobase biosynthetic process"	"KLMA_40365"	"URA6"
"W0TE67"	"GO:0006139"	"nucleobase-containing compound metabolic process"	"KLMA_40365"	"URA6"
"W0TE67"	"GO:0005634"	"nucleus"	"KLMA_40365"	"URA6"
"W0TE67"	"GO:0005524"	"ATP binding"	"KLMA_40365"	"URA6"
"W0TE67"	"GO:0005737"	"cytoplasm"	"KLMA_40365"	"URA6"
"W0TE67"	"GO:0019205"	"nucleobase-containing compound kinase activity"	"KLMA_40365"	"URA6"
"W0TK04"	"GO:0005951"	"carbamoyl-phosphate synthase complex"	"KLMA_80178"	"CPA2"
"W0TK04"	"GO:0004087"	"carbamoyl-phosphate synthase (ammonia) activity"	"KLMA_80178"	"CPA2"
"W0TK04"	"GO:0004088"	"carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity"	"KLMA_80178"	"CPA2"
"W0TK04"	"GO:0000050"	"urea cycle"	"KLMA_80178"	"CPA2"
"W0TK04"	"GO:0006207"	"'de novo' pyrimidine nucleobase biosynthetic process"	"KLMA_80178"	"CPA2"
"W0TK04"	"GO:0016036"	"cellular response to phosphate starvation"	"KLMA_80178"	"CPA2"
"W0TK04"	"GO:0006807"	"nitrogen compound metabolic process"	"KLMA_80178"	"CPA2"
"W0TK04"	"GO:0006526"	"arginine biosynthetic process"	"KLMA_80178"	"CPA2"
"W0TK04"	"GO:0016020"	"membrane"	"KLMA_80178"	"CPA2"
"W0TK04"	"GO:0005524"	"ATP binding"	"KLMA_80178"	"CPA2"
"W0TK04"	"GO:0046872"	"metal ion binding"	"KLMA_80178"	"CPA2"
"W0TG83"	"GO:0005744"	"TIM23 mitochondrial import inner membrane translocase complex"	"KLMA_50480"	"TIM44"
"W0TG83"	"GO:0051087"	"chaperone binding"	"KLMA_50480"	"TIM44"
"W0TG83"	"GO:0030150"	"protein import into mitochondrial matrix"	"KLMA_50480"	"TIM44"
"W0TG83"	"GO:0001405"	"PAM complex, Tim23 associated import motor"	"KLMA_50480"	"TIM44"
"W0TG83"	"GO:0030674"	"protein-macromolecule adaptor activity"	"KLMA_50480"	"TIM44"
