Accession	Description	PrimaryGeneName	GeneName	mass_ratio_repl1	mass_ratio_repl2	mass_ratio_repl3
W0T2A8	Vacuolar protein sorting-associated protein VTA1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=VTA1 PE=4 SV=1	VTA1	KLMA_10080	1.32807967155514e-06	1.19092274340357e-06	1.26778300187851e-06
W0T2B3	Uncharacterized protein OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=EMG1 PE=4 SV=1	EMG1	KLMA_10085	2.00544982701473e-05	2.02533106189688e-05	2.02531238263675e-05
W0T2B8	Homoserine O-acetyltransferase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=MET2 PE=3 SV=1	MET2	KLMA_10090	0.000496283781967117	0.000491887457791923	0.000535355919589027
W0T2D8	Vacuolar protein sorting-associated protein IST1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=IST1 PE=4 SV=1	IST1	KLMA_10110	1.20707597056426e-05	1.10486917825765e-05	1.17036505461064e-05
W0T2E3	Pre-mRNA-splicing factor CWC23 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=CWC23 PE=4 SV=1	CWC23	KLMA_10115	7.10384106879459e-06	7.18011632775447e-06	6.63708775254275e-06
W0T2E8	Uncharacterized ORAOV1 family protein YNL260C OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_10120 PE=4 SV=1		KLMA_10120	4.46803921047068e-06	4.67454418134053e-06	4.33540231159711e-06
W0T2F2	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=COQ6 PE=3 SV=1	COQ6	KLMA_10125	7.65974580132565e-05	7.25255191453406e-05	7.56479407443483e-05
W0T2F8	54S ribosomal protein L17 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=MRPL17 PE=4 SV=1	MRPL17	KLMA_10130	7.82609873187896e-05	7.86849930501764e-05	7.91171717946793e-05
W0T2G2	Diphthamide biosynthesis protein 4 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_10135 PE=4 SV=1		KLMA_10135	1.18213026912278e-06	8.19860571801695e-07	9.13717268837483e-07
W0T2G6	Eukaryotic translation initiation factor eIF-1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=SUI1 PE=4 SV=1	SUI1	KLMA_10140	5.94813760911792e-05	6.01391702882385e-05	5.80231986910231e-05
W0T2H3	Putative transcriptional regulatory protein YJL206C OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_10145 PE=4 SV=1		KLMA_10145	1.76870320271939e-05	1.76788829568396e-05	1.76586289312323e-05
W0T2H8	Pre-mRNA-splicing factor sap114 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_10150 PE=4 SV=1		KLMA_10150	5.57690285922563e-06	5.20682372885687e-06	5.08748203262007e-06
W0T2I1	Inorganic phosphate transporter PHO87 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=PHO87 PE=4 SV=1	PHO87	KLMA_10155	8.59690589908399e-05	8.41140389505491e-05	8.6205632912959e-05
W0T2I4	Probable DNA-binding protein SNT1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=SNT1 PE=4 SV=1	SNT1	KLMA_10160	2.65631407430277e-06	2.80751180640776e-06	3.05438995566388e-06
W0T2K3	ATP-dependent DNA helicase HMI1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=HMI1 PE=4 SV=1	HMI1	KLMA_10165	2.55231604708929e-06	2.63074723807843e-06	2.53787633961493e-06
W0T2L1	AP-2 complex subunit mu OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=APM4 PE=3 SV=1	APM4	KLMA_10175	3.94087480838082e-05	3.90651132041226e-05	3.82562332109816e-05
W0T2L4	Uncharacterized protein OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=LRE1 PE=4 SV=1	LRE1	KLMA_10033	1.25591652527211e-05	1.25856982851747e-05	1.37411629292726e-05
W0T2L5	Argininosuccinate synthase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=ARG1 PE=3 SV=1	ARG1	KLMA_10180	0.00170039713502626	0.00172267489207803	0.00171527309409961
W0T2L7	Oxysterol-binding protein homolog 1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=OSH2 PE=3 SV=1	OSH2	KLMA_10185	5.61787996390359e-05	5.65081761274294e-05	5.57268519975239e-05
W0T2L9	RNA polymerase II-associated protein RBA50 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=RBA50 PE=4 SV=1	RBA50	KLMA_10038	2.57170957836242e-05	2.57058919921652e-05	2.64523019080342e-05
W0T2M1	Bud site selection protein 14 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=BUD14 PE=4 SV=1	BUD14	KLMA_10190	2.74638074655309e-05	2.58080013917398e-05	3.11710006419255e-05
W0T2M7	Mitochondrial inner membrane i-AAA protease complex subunit MGR1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=MGR1 PE=4 SV=1	MGR1	KLMA_10048	2.77258202096608e-05	2.9405322668114e-05	2.8229511448447e-05
W0T2N7	Endoribonuclease YSH1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=YSH1 PE=4 SV=1	YSH1	KLMA_10210	4.54842437949626e-06	4.41609297237356e-06	5.11702439101847e-06
W0T2N8	Glutaredoxin-1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=GRX2 PE=4 SV=1	GRX2	KLMA_10058	0.000371084136183642	0.000368111362256452	0.000399788158367823
W0T2P1	Protein N-terminal and lysine N-methyltransferase EFM7 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=NNT1 PE=3 SV=1	NNT1	KLMA_10215	5.59021152958804e-05	5.54795600520281e-05	5.58697638036461e-05
W0T2P3	Ribosomal RNA-processing protein 7 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=RRP7 PE=4 SV=1	RRP7	KLMA_10063	1.6997487992482e-05	1.5959501732434e-05	1.64080050523742e-05
W0T2P5	Phosphoserine aminotransferase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=SER1 PE=3 SV=1	SER1	KLMA_10220	0.000168005907101469	0.000165546195106422	0.000163283101676951
W0T2P8	GTP-binding nuclear protein OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=GSP1 PE=3 SV=1	GSP1	KLMA_10225 KLMA_50134	0.00115068763251071	0.00119807813527791	0.00114798161066419
W0T2Q5	Serine/threonine-protein kinase GIN4 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=GIN4 PE=4 SV=1	GIN4	KLMA_10073	0.000105966242986875	0.000106871354344864	0.000116648209884846
W0T2Q8	WW domain-containing protein YFL010C OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_10235 PE=4 SV=1		KLMA_10235	6.48615138867962e-06	6.51620675970252e-06	6.37207413810412e-06
W0T2R0	Lipid phosphate phosphatase 1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=LPP1 PE=4 SV=1	LPP1	KLMA_10078	4.47267292323144e-06	4.78650423761609e-06	4.75177813429022e-06
W0T2R2	ER-derived vesicles protein ERV14 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=ERV14 PE=4 SV=1	ERV14	KLMA_10240	0.00049242061003436	0.000514797315666202	0.000498287333438402
W0T2R5	Ribosomal_L37e super family OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=RpL37a PE=4 SV=1	RpL37a	KLMA_10083	0.000323638697734492	0.000410021362810679	0.000411163313560403
W0T2R7	Protein SDS23 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=SDS23 PE=3 SV=1	SDS23	KLMA_10245	0.000183101207726814	0.000184207959996563	0.000180199242859049
W0T2S0	PH-like super family protein OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=SKG3 PE=4 SV=1	SKG3	KLMA_10088	3.62447729469069e-05	3.5074542935468e-05	3.55087829784378e-05
W0T2S1	YAP1-binding protein 1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=YBP1 PE=4 SV=1	YBP1	KLMA_10250	6.2615301926938e-05	6.00338319740938e-05	6.15266434246432e-05
W0T2S5	Probable kinetochore protein SPC25 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=SPC25 PE=4 SV=1	SPC25	KLMA_10093	4.77293050684445e-06	3.95387207691571e-06	4.5144331222118e-06
W0T2S9	Lysophospholipase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=PLB PE=3 SV=1	PLB	KLMA_10260	0.000164783173169972	0.000149359211073948	0.00015474066663528
W0T2T1	Transcription initiation factor TFIID subunit 2 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=TAF2 PE=4 SV=1	TAF2	KLMA_10098	6.65634933081563e-05	6.31919320605723e-05	6.36031304266736e-05
W0T2T3	Mitochondrial distribution and morphology protein 12 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=MDM12 PE=3 SV=1	MDM12	KLMA_10265	1.53008568922891e-06	1.51074867270809e-06	1.43597687828772e-06
W0T2T7	Serine/threonine-protein kinase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=CDC5 PE=3 SV=1	CDC5	KLMA_10270	1.72822117641007e-05	1.66326461689326e-05	1.69102743653343e-05
W0T2T8	Rab guanine nucleotide exchange factor SEC2 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=SEC2 PE=4 SV=1	SEC2	KLMA_10103	6.89740195871832e-05	6.4707204150752e-05	6.69302635821115e-05
W0T2U2	RNA exonuclease NGL2 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=NGL2 PE=4 SV=1	NGL2	KLMA_10275	3.00431651396488e-06	2.83775789607654e-06	3.07605227714473e-06
W0T2U3	Phosphatidylinositol 4-kinase PIK1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=PIK1 PE=3 SV=1	PIK1	KLMA_10108	6.21640732638489e-05	5.94851864058948e-05	6.4344309123884e-05
W0T2U5	GTP-binding protein GTR1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=GTR1 PE=4 SV=1	GTR1	KLMA_10280	2.06871776690971e-05	2.0730597638544e-05	2.00796362953738e-05
W0T2U8	Uncharacterized membrane protein YGL140C OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_10113 PE=4 SV=1		KLMA_10113	7.89365282456095e-05	7.20430400344772e-05	7.68143411734599e-05
W0T2V1	Sensitive to high expression protein 9, mitochondrial OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=SHE9 PE=3 SV=1	SHE9	KLMA_10285	2.15378151490962e-05	1.98096354482705e-05	2.01971412226255e-05
W0T2V2	Origin recognition complex subunit 5 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=ORC5 PE=4 SV=1	ORC5	KLMA_10118	9.76350094643114e-06	8.69931448759152e-06	9.35390159936839e-06
W0T2V6	IBN_N super family OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=SXM1 PE=4 SV=1	SXM1	KLMA_10290	0.00026287443533955	0.000260520742285253	0.000269976578106776
W0T2V8	Protein SIP3 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=SIP3 PE=4 SV=1	SIP3	KLMA_10123	2.25571870794149e-05	2.1251676963904e-05	2.15755098177616e-05
W0T2W5	DNA-directed RNA polymerase II subunit RPB7 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=RPB7 PE=4 SV=1	RPB7	KLMA_10300	9.46539339862119e-05	9.25914699744104e-05	9.05536052292205e-05
W0T2W9	Probable phosphoglycerate mutase YOR283W OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_10305 PE=4 SV=1		KLMA_10305	2.42084552379149e-05	2.28150650220966e-05	2.42564962733025e-05
W0T2X0	Protein MPA43 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=MPA43 PE=4 SV=1	MPA43	KLMA_10133	3.31294585358538e-06	3.14526662579634e-06	3.60011524023414e-06
W0T2X5	Vacuolar protein sorting-associated protein 75 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=VPS75 PE=3 SV=2	VPS75	KLMA_10138	5.58213419064725e-05	5.33024954522607e-05	4.93904017033254e-05
W0T2X7	Transport protein particle 130 kDa subunit OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=TRS130 PE=4 SV=1	TRS130	KLMA_10315	1.95547857635217e-05	1.83481468082352e-05	1.91656319821089e-05
W0T2Y2	1,3-beta-glucanosyltransferase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=GAS3 PE=3 SV=1	GAS3	KLMA_10320	0.000331426097649073	0.00032895988238792	0.000353026025791732
W0T2Y7	Anaphase-promoting complex subunit CDC23 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=CDC23 PE=4 SV=1	CDC23	KLMA_10325	8.71255248911866e-06	8.4063265221319e-06	8.5879513083171e-06
W0T2Z0	Aconitate hydratase, mitochondrial OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=ACO2a PE=3 SV=1	ACO2a	KLMA_10153	0.000157286273347032	0.000159612358161407	0.000153214550482963
W0T2Z1	HSF_DNA-bind super family OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=MGA1 PE=3 SV=1	MGA1	KLMA_10330	0.000116378176457123	0.000126078958004196	0.000129564548976745
W0T2Z6	Exosome complex component RRP43 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=RRP43 PE=4 SV=1	RRP43	KLMA_10158	4.66586866030692e-05	4.26443376359315e-05	4.41374591579807e-05
W0T302	Ubiquinone biosynthesis O-methyltransferase, mitochondrial OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=COQ3 PE=3 SV=1	COQ3	KLMA_10163	2.32413332411506e-05	2.23592120889433e-05	2.16627498448056e-05
W0T305	tRNA (Uracil-5-)-methyltransferase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=TRM2 PE=3 SV=1	TRM2	KLMA_10345	2.46659161321867e-05	2.45208380841356e-05	2.41790312691625e-05
W0T316	Transcription initiation factor IIE subunit beta OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=TFA2 PE=4 SV=2	TFA2	KLMA_10360	3.51958784215688e-05	3.58425502088195e-05	3.40274946619028e-05
W0T318	tRNA (Guanine-N(1)-)-methyltransferase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=TRM10 PE=4 SV=1	TRM10	KLMA_10168	3.42842057146646e-05	3.41614855071869e-05	3.55060551560371e-05
W0T321	Presequence translocated-associated motor subunit PAM17 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=PAM17 PE=4 SV=1	PAM17	KLMA_10365	4.93596789620702e-05	5.06766872991446e-05	4.84559502630157e-05
W0T330	Autophagy-related protein 27 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=ATG27 PE=4 SV=1	ATG27	KLMA_10375	2.95315037138042e-05	2.90696615370021e-05	2.88539274154648e-05
W0T339	Actin-related protein 2 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=ARP2 PE=3 SV=1	ARP2	KLMA_10173	0.000202563031317796	0.000194597578756434	0.000195332843986887
W0T342	Cytochrome b-c1 complex subunit 8 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=QCR8 PE=4 SV=1	QCR8	KLMA_10390	3.37963164622737e-05	3.5472304214582e-05	3.67135974002989e-05
W0T343	Protein MAM3 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=MAM3 PE=4 SV=1	MAM3	KLMA_10178	3.74539485255096e-05	3.77307243816579e-05	3.69007805726726e-05
W0T349	Ubiquitin-like protein MDY2 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=MDY2 PE=4 SV=1	MDY2	KLMA_10400	4.04783573075277e-05	4.08356407080187e-05	4.36706782722692e-05
W0T354	Bud site selection protein 21 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_10405 PE=4 SV=1		KLMA_10405	2.03803306074055e-05	1.77110493767087e-05	1.83252458649772e-05
W0T355	Serine/threonine-protein kinase KIN3 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KIN3 PE=3 SV=1	KIN3	KLMA_10188	1.35922341841766e-05	1.31281305682188e-05	1.4040150580664e-05
W0T359	54S ribosomal protein L20 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=MRPL20 PE=4 SV=1	MRPL20	KLMA_10410	7.56245777011621e-05	6.82874542564908e-05	6.58726735455856e-05
W0T369	DNA repair protein RAD7 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=RAD7 PE=4 SV=1	RAD7	KLMA_10420	5.53826051001686e-05	5.49680874548183e-05	5.64519320656868e-05
W0T371	Peroxisomal biogenesis factor 8 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=PEX8 PE=4 SV=1	PEX8	KLMA_10208	3.10795249389848e-06	2.98644860180692e-06	3.09441840083458e-06
W0T373	Pre-mRNA-splicing factor RSE1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=RSE1 PE=4 SV=1	RSE1	KLMA_10425	1.62135654748673e-05	1.59788215525311e-05	1.65749304816172e-05
W0T381	Uncharacterized protein YLR287C OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_10218 PE=4 SV=1		KLMA_10218	2.39609119535103e-05	2.33818348994389e-05	2.31138559745791e-05
W0T382	Putative prolyl-tRNA synthetase YHR020W OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_10435 PE=3 SV=1		KLMA_10435	0.000348545469605161	0.000344480323166184	0.000345038277375625
W0T390	Transcription factor tau 138 kDa subunit OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=TFC3 PE=4 SV=1	TFC3	KLMA_10445	1.85197374366327e-05	1.88369192369182e-05	1.80780404996497e-05
W0T393	Uncharacterized protein OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_10233 PE=4 SV=1		KLMA_10233	4.7868014098416e-06	4.32013949804371e-06	4.7917982503908e-06
W0T3A2	Siroheme biosynthesis protein MET8 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=MET8 PE=4 SV=1	MET8	KLMA_10243	6.42397492988781e-05	6.43908701434088e-05	6.25707031370647e-05
W0T3A3	GAL4-like Zn2Cys6 binuclear cluster DNA-binding domain OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=PDR1 PE=4 SV=1	PDR1	KLMA_10460	1.30795772969747e-05	1.33202292060969e-05	1.34304287721091e-05
W0T3A6	Protein-serine/threonine kinase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=PKP2 PE=3 SV=1	PKP2	KLMA_10248	2.12539966246923e-05	2.12339844716036e-05	2.12312120310238e-05
W0T3B0	Pyruvate carboxylase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=PYC2 PE=4 SV=1	PYC2	KLMA_10253	0.00170542621135399	0.00170685009314623	0.00169042248241684
W0T3B6	High-affinity nicotinic acid transporter OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=TNA1 PE=4 SV=1	TNA1	KLMA_10475	5.82679879736377e-05	4.90646895492175e-05	5.35109737903531e-05
W0T3B9	Sorting nexin MVP1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=MVP1 PE=4 SV=1	MVP1	KLMA_10263	1.257173503259e-05	1.20080881257903e-05	1.23318246168778e-05
W0T3C1	AP-3 complex subunit beta OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=APL6 PE=4 SV=1	APL6	KLMA_10480	6.92517397296735e-05	6.78886395517921e-05	6.57907650428121e-05
W0T3D1	Exoribonuclease II OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=DSS1 PE=4 SV=1	DSS1	KLMA_10278	1.53407278903185e-05	1.59127938183186e-05	1.5363296859515e-05
W0T3D3	Antiviral helicase SLH1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=SLH1 PE=4 SV=1	SLH1	KLMA_10495	0.000103462844052902	0.000101749110513743	0.000102301870656427
W0T3D4	Mitochondrial distribution and morphology protein 32 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=MDM32 PE=4 SV=1	MDM32	KLMA_10283	6.90713256879315e-06	6.43947819827655e-06	6.64063715885344e-06
W0T3D7	Ceramide synthase subunit LIP1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=LIP1 PE=4 SV=1	LIP1	KLMA_10500	1.67270991912907e-05	1.56882967820861e-05	1.66104717960108e-05
W0T3E2	Amidophosphoribosyltransferase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=ADE4 PE=3 SV=1	ADE4	KLMA_10505	0.000194312144561737	0.000192637151568948	0.000196227133705185
