Accession	Description	PrimaryGeneName	GeneName	mass_ratio_repl1	mass_ratio_repl2	mass_ratio_repl3
A3GEW4	M20_dimer domain-containing protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_28027 PE=4 SV=2		PICST_28027	2.60677061609615e-05	2.51319789284546e-05	3.00301360464027e-05
A3GEW5	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_28028 PE=4 SV=2		PICST_28028	2.14511646993898e-05	2.00599633632837e-05	1.96215352219074e-05
A3GEW6	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_34008 PE=4 SV=2		PICST_34008	1.21086691951795e-05	1.18822636568905e-05	1.20660782395896e-05
A3GEW7	Transcription factor which mediates glucose repression OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SSN7 PE=4 SV=2	SSN7	PICST_85888	3.57770436207577e-05	3.58507342290166e-05	3.56482790412719e-05
A3GEW8	Genetic interactor of prohibitins 3, mitochondrial OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=GEP3 PE=3 SV=2	GEP3	PICST_28031	9.30893826472145e-06	8.56720679102552e-06	9.2186088302655e-06
A3GEW9	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_28032 PE=4 SV=2		PICST_28032	8.41615900823e-06	9.08653800405051e-06	8.53796121465019e-06
A3GEX0	Mitochondrial lactate ferricytochrome c oxidoreductase (Fragment) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=DLD4 PE=4 SV=2	DLD4	PICST_52647	1.56913411177928e-05	1.52739904371006e-05	1.61457178896217e-05
A3GEX1	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_66232 PE=4 SV=2		PICST_66232	2.19522522072092e-06	2.07447501589638e-06	2.56516591830698e-06
A3GEX2	Putative RING-H2 finger protein (Fragment) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=ATL2 PE=4 SV=2	ATL2	PICST_39062	4.75802592814404e-06	4.58124689646105e-06	4.56502528647834e-06
A3GEX3	Mitochondrial ribosomal protein S10 OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=RSM10 PE=4 SV=2	RSM10	PICST_38380	6.84545836022233e-05	6.61569295125793e-05	6.70607858055974e-05
A3GEX4	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=TRM7 PE=3 SV=2	TRM7	PICST_38384	1.08474641759146e-05	1.07916773150586e-05	1.07533605685061e-05
A3GEX5	Lysine--tRNA ligase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=KRS1 PE=3 SV=2	KRS1	PICST_74513	0.00111928926373241	0.00108540755848812	0.00109278835881742
A3GEX6	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_80736 PE=4 SV=2		PICST_80736	2.41948963584212e-06	2.29561194603342e-06	2.47214704190017e-06
A3GEX9	Pyruvate dehydrogenase E1 component subunit alpha OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PDA1 PE=4 SV=1	PDA1	PICST_80322	0.000932427918292898	0.000946587141621336	0.000915029308765722
A3GEY0	RNA helicase-related protein required for pre-mRNA splicing OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=BRR2 PE=4 SV=2	BRR2	PICST_51353	0.00011632975956466	0.000115645947734332	0.000115901389470686
A3GEY1	Anthranilate phosphoribosyltransferase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=TRP4 PE=3 SV=2	TRP4	PICST_34016	0.000133583078600928	0.000125913074053187	0.000124300293137598
A3GEY3	DNA-directed RNA polymerase subunit OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=RPO31 PE=3 SV=2	RPO31	PICST_66237	0.000134493720503408	0.000132190965667101	0.000132255407141711
A3GEY5	26S proteasome regulatory subunit OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=RPT5 PE=3 SV=2	RPT5	PICST_52887	8.55807975076109e-05	7.97910464742995e-05	8.1610565626445e-05
A3GEY6	Cytidine deaminase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_39066 PE=3 SV=1		PICST_39066	1.23615253309101e-05	1.22523238299108e-05	1.19288619354337e-05
A3GEY7	Methionine aminopeptidase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=MAP1 PE=3 SV=1	MAP1	PICST_64750	0.000135198787730211	0.000136447492955195	0.000136363854133326
A3GEY8	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_37566 PE=4 SV=2		PICST_37566	2.49232760305013e-06	2.24699710526947e-06	2.70843068791661e-06
A3GEY9	Cytoplasmic chaperonin of the Cct ring complex OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=CCT6 PE=3 SV=1	CCT6	PICST_74533	0.000222464607193666	0.000222696283125692	0.00022054668066713
A3GEZ0	Vesicle trafficking protein Sly1 (Sec1 family) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SLY1 PE=3 SV=2	SLY1	PICST_52201	9.17785826321056e-05	9.27172322223419e-05	9.07064631180852e-05
A3GEZ1	RuvB-like helicase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=RBV1 PE=3 SV=2	RBV1	PICST_37582	0.000157376978511137	0.000156594521576684	0.000157274333282665
A3GEZ2	GPN-loop GTPase 3 OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=FET5 PE=3 SV=1	FET5	PICST_68965	2.16338737915957e-05	1.96165775808882e-05	2.04432450032346e-05
A3GEZ3	Meiotic Sister-Chromatid recombination transmembrane protein (Putative) showing some protein similarity to Zrc1p and Cot1p (Fragment) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=MSC2 PE=4 SV=2	MSC2	PICST_37673	4.41303063834644e-06	4.5364999551544e-06	4.65945267578731e-06
A3GEZ4	Glycerol-3-phosphate dehydrogenase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=GUT2 PE=3 SV=2	GUT2	PICST_68764	0.000119956786329704	0.00012495914772412	0.000124127973616709
A3GEZ6	Secretion lowering protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SEL1 PE=4 SV=2	SEL1	PICST_80075	1.9712934609379e-05	1.94973903015016e-05	2.01681817326582e-05
A3GEZ7	Universal stress protein (USP) family protein possible involvement in nucleo-mitochondrial control of maltose, galactose and raffinose utilization OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=USP1 PE=4 SV=2	USP1	PICST_74592	2.8502838513417e-05	2.78134842357622e-05	2.80570510155597e-05
A3GEZ8	U3 snoRNP protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=NOP1 PE=3 SV=1	NOP1	PICST_80065	0.000567612449568336	0.000581777931273745	0.000554487398312886
A3GEZ9	Putative UDP-galactose transporter OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SLC35 PE=4 SV=1	SLC35	PICST_80295	8.14504750441328e-06	8.77448378742056e-06	8.90428576188339e-06
A3GF00	Proteasome maturation factor (Fragment) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=UMP1 PE=4 SV=1	UMP1	PICST_37571	4.81175420241013e-06	4.63006886590238e-06	5.03928253726701e-06
A3GF01	Kinesin-like protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SMY2 PE=4 SV=2	SMY2	PICST_66248	0.000162006596711439	0.000158794276934959	0.000157258599259418
A3GF02	Saccharolysin (Oligopeptidase) (Fragment) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PRD1.1 PE=3 SV=2	PRD1.1	PICST_51091	1.01103023744828e-05	8.53787303928449e-06	9.61730442728263e-06
A3GF04	Protein involved in Golgi retention and vacuolar sorting OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=VPS5 PE=4 SV=2	VPS5	PICST_80446	2.60437735571718e-05	2.62544669250325e-05	2.68614469809915e-05
A3GF05	Peroxisomal 2,4-dienoyl-CoA reductase and sorbitol utilization protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SOU2 PE=4 SV=1	SOU2	PICST_86346	5.37575249111681e-05	6.34966318071377e-05	5.27646178412905e-05
A3GF06	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SDH1 PE=3 SV=1	SDH1	PICST_66251	0.00121649606152119	0.00122245934837589	0.00122256479992945
A3GF07	Peroxisomal 2,4-dienoyl-CoA reductase, and sorbitol utilization protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SOU1 PE=4 SV=1	SOU1	PICST_38255	8.72929385457537e-05	9.04503867236665e-05	9.37656974581368e-05
A3GF08	Vacuolar ATPase V1 domain subunit D OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=VMA8 PE=4 SV=1	VMA8	PICST_80851	7.08243083920334e-05	7.20814705496954e-05	7.19482538272255e-05
A3GF09	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_51927 PE=4 SV=2		PICST_51927	8.32334608683206e-06	8.14116393459563e-06	8.23373518393594e-06
A3GF10	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_51421 PE=4 SV=2		PICST_51421	8.81764153895249e-06	8.94458421439715e-06	9.1602905786586e-06
A3GF11	ATPase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=AFG1 PE=4 SV=2	AFG1	PICST_86016	4.38581595622973e-06	4.44767406637223e-06	4.23418542461824e-06
A3GF12	Ino eighty subunit 6 OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=IES6 PE=4 SV=1	IES6	PICST_80159	1.08694965445307e-05	1.05897075881379e-05	9.85137931837123e-06
A3GF13	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_28080 PE=4 SV=2		PICST_28080	0.000126605228108645	0.000142849382024584	0.000142207463001469
A3GF14	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_34041 PE=4 SV=1		PICST_34041	1.2870698163851e-05	1.29097402378618e-05	1.22996641777982e-05
A3GF15	Mitogen-activated protein kinase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=ERK1 PE=3 SV=2	ERK1	PICST_38082	3.4470584949749e-06	3.39531011939168e-06	3.5032388058816e-06
A3GF16	DNA primase large subunit OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PRI2 PE=3 SV=2	PRI2	PICST_34043	2.76082900180411e-05	2.77789383343266e-05	2.72850652662782e-05
A3GF17	Global regulator of transcription OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SPT16 PE=4 SV=2	SPT16	PICST_85971	0.000415047476902284	0.000426201117416398	0.000422136687917266
A3GF18	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_86597 PE=4 SV=1		PICST_86597	1.55124251218648e-05	1.51416643218e-05	1.4431613729514e-05
A3GF20	Protein involved in mannose metabolism and cell wall synthesis (Fragment) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=MNN4.2 PE=4 SV=2	MNN4.2	PICST_39239	4.77637077683857e-05	4.96024255397973e-05	4.85326644945616e-05
A3GF21	Pyruvate decarboxylase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PDC2 PE=3 SV=2	PDC2	PICST_86443	9.06295792114196e-06	8.85070679059359e-06	8.63981550967758e-06
A3GF22	Centromere-binding kinetochore protein (Fragment) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=CBF1 PE=4 SV=1	CBF1	PICST_52442	0.000212932222707447	0.000225838523495749	0.000230641354050965
A3GF23	J domain-containing protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_51727 PE=4 SV=2		PICST_51727	8.37929890163342e-06	8.1758192613772e-06	7.9443342610509e-06
A3GF24	DNA topoisomerase 2 OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=TOP2 PE=3 SV=2	TOP2	PICST_74317	9.45385248781062e-05	9.34014726492344e-05	9.32521302590005e-05
A3GF25	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_66259 PE=4 SV=1		PICST_66259	3.04993160779864e-05	2.98499320447883e-05	3.41738992506697e-05
A3GF26	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_28093 PE=4 SV=1		PICST_28093	1.02457845109226e-05	1.01450791692363e-05	1.01277857418572e-05
A3GF29	Cytochrome b2, mitochondrial OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=CYB2 PE=3 SV=2	CYB2	PICST_80729	8.77429834621821e-06	8.7217846365014e-06	8.7599380891512e-06
A3GF31	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_86494 PE=4 SV=2		PICST_86494	4.59550922649637e-06	4.38277159201817e-06	4.72140128335498e-06
A3GF32	Hypothetical PHD type zinc finger protein with BAH domain-containing protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SNT2 PE=4 SV=2	SNT2	PICST_51175	1.08667099091415e-05	1.09921113840321e-05	1.07270390804122e-05
A3GF33	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_52660 PE=4 SV=2		PICST_52660	7.17799205123758e-06	7.16371499388598e-06	6.95023984126699e-06
A3GF34	mRNA-capping enzyme subunit alpha OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=CEG1 PE=3 SV=2	CEG1	PICST_34053	1.69089464193494e-05	1.70643271013591e-05	1.70875227734297e-05
A3GF36	Flavin-containing monooxygenase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=FMO1 PE=3 SV=2	FMO1	PICST_66263	2.36487173237249e-05	2.24473796315002e-05	2.25277096498289e-05
A3GF37	Prefoldin subunit 4 OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_37933 PE=3 SV=1		PICST_37933	2.04836409723576e-05	1.83381640190248e-05	1.89585389254741e-05
A3GF38	Lysine acetyltransferase (Lysine N(6)-acetyltransferase) (LAT) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=LYC1 PE=4 SV=2	LYC1	PICST_86192	0.000120104592830642	0.000127884652644	0.000123693765755427
A3GF41	Targeting complex (TRAPP) component involved in ER to Golgi membrane traffic (Fragment) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=TRS130 PE=4 SV=2	TRS130	PICST_74895	3.96852997035787e-05	3.86412178408196e-05	4.40379771712085e-05
A3GF42	DnaJ-like protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=CAJ1 PE=4 SV=1	CAJ1	PICST_74586	2.56200215697005e-05	2.57729275839755e-05	2.53497617673888e-05
A3GF43	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_51359 PE=3 SV=2		PICST_51359	2.97735714057244e-05	2.93328039987404e-05	2.88451477585703e-05
A3GF44	Zn-finger protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_28111 PE=4 SV=2		PICST_28111	3.21799329062227e-06	3.24439751627073e-06	3.27506144003948e-06
A3GF47	Mediator of RNA polymerase II transcription subunit 12 OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SRB8 PE=3 SV=2	SRB8	PICST_86078	0.00010671033746431	0.00010748240742219	0.000106222192555999
A3GF48	Zinc-regulated protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=ZRG17 PE=4 SV=2	ZRG17	PICST_64773	4.34562212141071e-06	4.31164896920792e-06	4.08386037339727e-06
A3GF49	Acetylornithine aminotransferase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=ARG8 PE=3 SV=1	ARG8	PICST_52948	0.000440905770402835	0.000449101597235648	0.00044525892338354
A3GF51	MAP kinase kinase kinase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SSK2 PE=3 SV=2	SSK2	PICST_28119	3.85078799072348e-05	3.81573021482326e-05	3.81365096044005e-05
A3GF52	60S ribosomal protein required for integrity of mitrcondrial genome OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=IMG2 PE=4 SV=1	IMG2	PICST_75117	3.23063338250501e-05	3.3486006372524e-05	3.35043101698663e-05
A3GF55	Topoisomerase II-associated protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PAT1 PE=4 SV=2	PAT1	PICST_80647	0.000289341586567997	0.000285328466043274	0.000287141156318973
A3GF56	Para-aminobenzoate synthase, (PABA) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=ABZ1 PE=4 SV=2	ABZ1	PICST_74393	3.64676059048313e-05	3.28079924897509e-05	3.59491807871283e-05
