Accession	Description	PrimaryGeneName	GeneName	repl1_g_per_gDW	repl2_g_per_gDW	repl3_g_per_gDW
C6Y4B8	Uncharacterized protein C22F3.15 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC22F3.15 PE=2 SV=1		SPAC22F3.15	4.9218486322395e-06	5.54861573575531e-06	4.39067292380556e-06
C6Y4B9	Uncharacterized protein C222.17 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC222.17 PE=2 SV=1		SPAC222.17	4.89866995455816e-07	5.71549650331145e-07	4.40092281371062e-07
C6Y4C1	Protein pet117, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pet117 PE=2 SV=1	pet117	SPBC1604.25	4.53977530221653e-07	5.60224890963661e-07	4.33212746630934e-07
C6Y4C6	Uncharacterized protein C29A10.17 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC29A10.17 PE=1 SV=2		SPBC29A10.17	4.00444252737828e-06	4.38882223536266e-06	3.43441646439373e-06
C6Y4C7	Uncharacterized membrane protein C757.15 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC757.15 PE=2 SV=1		SPCC757.15	9.48906078504325e-06	1.08054384258819e-05	8.75545226571109e-06
C6Y4C8	Vacuolar ATPase assembly integral membrane protein vma21 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=vma21 PE=3 SV=1	vma21	SPCC1235.16	3.7203806026353e-07	4.73698913776149e-07	3.13757194145435e-07
C6Y4D0	DNA polymerase epsilon subunit C OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=dpb3 PE=1 SV=1	dpb3	SPCC16C4.22	8.98838761712174e-07	1.04957433824998e-06	8.2860355946013e-07
C6Y4D2	Probable 54S ribosomal protein MRP49, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mrp49 PE=3 SV=1	mrp49	SPCC1442.19	3.89424385187349e-06	4.39591078190407e-06	3.51118557015299e-06
G2TRJ4	Uncharacterized protein tam1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tam1 PE=2 SV=1	tam1	SPAC222.19	8.11211292669212e-07	9.32413669088093e-07	8.40671035617208e-07
G2TRJ9	Cytochrome c oxidase assembly factor 3, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=coa3 PE=2 SV=1	coa3	SPAC1B3.21	1.41022830217306e-06	1.6621095051209e-06	1.33954051109326e-06
G2TRL5	Uncharacterized protein new2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=new2 PE=2 SV=1	new2	SPAC1805.18	4.80331248958165e-07	5.48324236796499e-07	4.4951536523749e-07
G2TRL7	S-phase delaying protein 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=spd2 PE=3 SV=1	spd2	SPAC3F10.19	3.63411143582128e-06	4.02543010837728e-06	3.26586860720553e-06
G2TRM0	ATP synthase assembly factor fmc1, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=fmc1 PE=2 SV=1	fmc1	SPAC1486.11	3.69776013726422e-06	4.02014321343186e-06	3.67542885546944e-06
G2TRM6	Uncharacterized protein new4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=new4 PE=1 SV=1	new4	SPAC3H5.13	2.48030389794111e-06	4.97893635454937e-06	2.12400315012663e-06
G2TRN2	Uncharacterized protein new9 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=new9 PE=2 SV=1	new9	SPAC926.10	3.58838148976774e-07	3.80444137383774e-07	2.98920562429111e-07
G2TRN4	Enhancer of rudimentary homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=new10 PE=2 SV=1	erh1	SPAC19G12.17	2.41367075571753e-06	2.75442422717776e-06	2.53569790594877e-06
G2TRP2	Putative mitochondrial ribosomal protein new15, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=new15 PE=2 SV=1	new15	SPBC8D2.23	1.76562039346188e-06	2.12623436570123e-06	1.63373885049191e-06
G2TRP3	37S ribosomal protein YMR-31, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ymr31 PE=3 SV=1	ymr31	SPBC21B10.14	1.89063216363791e-06	1.76658753325667e-06	1.63893548966091e-06
G2TRP5	Cytochrome c oxidase subunit 7 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cox7 PE=3 SV=1	cox7	SPBC2F12.17	9.41969448985732e-06	1.1944245650697e-05	7.99245394808571e-06
G2TRP6	Cytochrome c oxidase subunit 6B-like protein new16 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=new16 PE=2 SV=1	new16	SPBC24C6.13	7.48670763134394e-06	9.00149938477028e-06	6.99258889355398e-06
G2TRP7	Mitochondrial import receptor subunit tom5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tom5 PE=3 SV=1	tom5	SPBC19G7.19	5.49179236478513e-06	6.47679991996111e-06	5.18888646835325e-06
G2TRP8	Mitochondrial zinc maintenance protein 1, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=new18 PE=2 SV=1	new18	SPBC30D10.21	1.28769562936385e-06	1.43557233072556e-06	1.61106451160849e-06
G2TRP9	Cytochrome c oxidase assembly protein cox20, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cox20 PE=3 SV=1	cox20	SPBC25H2.18	2.67980185740862e-06	3.07375493248248e-06	2.4960945121741e-06
G2TRQ0	Uncharacterized protein tam13 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tam13 PE=2 SV=1	tam13	SPBC56F2.15	1.21340533438886e-06	1.56633656799005e-06	1.30700824400085e-06
G2TRQ2	Uncharacterized protein tam8 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tam8 PE=2 SV=1	tam8	SPBC3H7.18	5.01288593273979e-06	5.91622738764547e-06	4.63974829788085e-06
G2TRQ4	Uncharacterized protein P23A10.17 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBP23A10.17 PE=3 SV=1		SPBP23A10.17	1.71010150955522e-06	1.9329930356334e-06	1.59100003465804e-06
G2TRQ6	Uncharacterized protein tam11 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tam11 PE=1 SV=1	tam11	SPBC17D1.17	1.04795856885937e-06	1.33531375290122e-06	9.65066285920333e-07
G2TRQ8	54S ribosomal protein L36, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tam9 PE=2 SV=1	tam9	SPBC1711.18	2.72382319247844e-06	3.11119947419355e-06	2.51080650187506e-06
G2TRQ9	Uncharacterized protein tam10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tam10 PE=1 SV=1	tam10	SPBC14C8.19	1.75595678820068e-06	2.27655882381276e-06	1.47552279018648e-06
G2TRS3	Protein kish OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ksh1 PE=2 SV=1	ksh1	SPBC530.16	1.77013859229493e-06	1.86262537076062e-06	1.52346024945607e-06
G2TRT3	Protein tam14 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tam14 PE=2 SV=1	tam14	SPCC330.20	2.70711125309036e-05	3.00782956194798e-05	2.29676611295448e-05
G2TRT6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4 homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC417.16 PE=3 SV=1		SPCC417.16	1.64794687045389e-05	1.87020610475291e-05	1.53681570692829e-05
G2TRU5	COX assembly mitochondrial protein 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cmc2 PE=1 SV=1	cmc2	SPCC4B3.20	3.07152621311034e-06	3.53720171022858e-06	2.75955445162155e-06
O00084	Urease OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ure1 PE=1 SV=1	ure1	SPAC1952.11c	3.89892021928225e-05	4.58242681801137e-05	3.76704477924089e-05
O00087	Dihydrolipoyl dehydrogenase, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=dld1 PE=2 SV=2	dld1	SPAC1002.09c	0.000234692288573147	0.000262141638460892	0.000214787762698104
O00091	Glucose-6-phosphate 1-dehydrogenase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=zwf1 PE=3 SV=2	zwf1	SPAC3A12.18 SPAC9.01	0.00020190857513251	0.000231112701835802	0.000188549773209021
O00102	Ubiquitin-conjugating enzyme E2-18 kDa OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ubc7 PE=1 SV=2	ubc7	SPBP16F5.04	1.50494839482911e-05	1.69299648181349e-05	1.54557014608327e-05
O00103	Ubiquitin-conjugating enzyme E2-20 kDa OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ubc11 PE=3 SV=1	ubc11	SPCC1259.15c	1.77257711196634e-05	1.97539973755942e-05	1.44888779826433e-05
O13282	Transcription initiation factor TFIID subunit 5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=taf5 PE=1 SV=1	taf5	SPCC5E4.03c	1.42665494563164e-05	1.68877617525443e-05	1.30961522235124e-05
O13286	WD repeat-containing protein srw1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=srw1 PE=1 SV=1	srw1	SPAC144.13c	2.74887755378319e-07	3.14667489229998e-07	2.40538372855577e-07
O13298	Histone deacetylase phd1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=phd1 PE=1 SV=1	phd1	SPAC3G9.07c	1.3973044682537e-06	1.55482421998748e-06	1.25093636625657e-06
O13310	Serine/threonine-protein kinase orb6 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=orb6 PE=1 SV=1	orb6	SPAC821.12	8.47767635629468e-06	9.82313911585528e-06	7.86183980172201e-06
O13326	Homocysteine synthase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=met17 PE=1 SV=1	met17	SPBC428.11	0.000329320682614954	0.000389981377373793	0.000316232056109127
O13351	Ubiquitin-like protein pmt3/smt3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pmt3 PE=1 SV=2	pmt3	SPBC365.06	9.02515835341872e-05	9.89740360971629e-05	8.48298620121347e-05
O13370	ATP-dependent RNA helicase ded1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ded1 PE=1 SV=1	ded1	SPCC1795.11	0.00046257609146491	0.000535989946673833	0.000433754434670922
O13453	Tyrosine-protein phosphatase pmp1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pmp1 PE=3 SV=1	pmp1	SPBC1685.01	5.81023142798375e-07	6.94177739448673e-07	5.07069101046966e-07
O13601	DnaJ-related protein rsp1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rsp1 PE=1 SV=1	rsp1	pi006 SPBC11B10.05c	2.3081727552433e-06	2.23331752624693e-06	1.90020727758837e-06
O13602	Probable 37S ribosomal protein S28, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mrps28 PE=3 SV=1	mrps28	pi007 SPBC11B10.04c	6.95243169264863e-06	7.6307214148461e-06	6.27824591954583e-06
O13610	rRNA-processing protein fcf1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=fcf1 PE=1 SV=1	fcf1	SPBC32H8.04c	8.39817515132481e-06	9.36008850874258e-06	7.30881666476378e-06
O13612	NEDD8-specific protease 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=nep2 PE=1 SV=1	nep2	pi021 SPBC32H8.02c	4.50385312435997e-06	5.13091189368494e-06	4.17788628663608e-06
O13614	40S ribosomal protein S10-B OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rps1002 PE=3 SV=1	rps1002	pi023 SPBP22H7.08	0.000337352225692552	0.000392486966474648	0.000317934611812187
O13615	Pre-mRNA-splicing factor prp5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=prp5 PE=1 SV=1	prp5	pi024 SPBP22H7.07	1.1801558552523e-05	1.34848729179281e-05	1.07334449403778e-05
O13620	Multiple RNA-binding domain-containing protein 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mrd1 PE=3 SV=1	mrd1	pi029 SPBP22H7.02c	1.88999825330511e-05	2.08404881123397e-05	1.73494683512962e-05
O13621	Uncharacterized protein C691.05c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pi030 PE=4 SV=1		pi030 SPBC691.05c SPBP22H7.01c	2.35831503820151e-05	2.73792797238707e-05	2.1750747430275e-05
O13622	ATP-dependent RNA helicase mss116, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mss116 PE=3 SV=1	mss116	SPACTOKYO_453.03c SPBC691.04	1.34876232884044e-05	1.61456983191202e-05	1.26259156546675e-05
O13632	Tyrosine-protein phosphatase yvh1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=yvh1 PE=3 SV=1	yvh1	pi040 SPBC17A3.06	1.09111830728681e-06	1.2971545100852e-06	1.0352560635538e-06
O13633	Uncharacterized J domain-containing protein C17A3.05c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pi041 PE=1 SV=1		pi041 SPBC17A3.05c	2.10802005651743e-05	2.37829356732671e-05	1.90351215005719e-05
O13636	Mitochondrial import inner membrane translocase subunit tim50 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tim50 PE=3 SV=1	tim50	pi044 SPBC17A3.01c SPBC8D2.21c	2.05225326731213e-05	2.41741350526214e-05	2.12646863303519e-05
O13637	Protein transport protein sec31 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sec31 PE=1 SV=1	sec31	SPBC8D2.20c	0.000104612299962683	0.000122338063230623	9.73507805315451e-05
O13639	Adenosylhomocysteinase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pi047 PE=3 SV=1		pi047 SPBC8D2.18c	0.00200504888362241	0.00234249051716839	0.00189189686238287
O13640	Uncharacterized alpha-1,2-galactosyltransferase C8D2.17 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pi048 PE=3 SV=2		pi048 SPBC8D2.17	2.03859701599801e-05	2.31173099054714e-05	1.87907976397127e-05
O13641	Putative methyltransferase SPBC8D2.16c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pi049 PE=3 SV=1		pi049 SPBC8D2.16c	4.57275711405946e-06	5.42681986549333e-06	4.1748788996068e-06
O13642	Lipoyl synthase, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=lip5 PE=3 SV=2	lip5	pi050 SPBC8D2.15	8.61775495393366e-06	1.0001548223981e-05	7.87678446932883e-06
O13644	Integral membrane protein sed5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sed5 PE=3 SV=1	sed5	pi051 SPBC8D2.14c	4.35052715116952e-06	5.00936765281709e-06	4.22923095204501e-06
O13648	Ribosomal protein arginine N-methyltransferase rmt3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rmt3 PE=1 SV=3	rmt3	SPBC8D2.10c	3.41174057028174e-05	4.01936829170666e-05	3.13838697025029e-05
O13650	Putative transcription factor tau subunit sfc9 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sfc9 PE=4 SV=2	sfc9	SPBC8D2.07c	6.53957021030148e-06	7.0902995735096e-06	6.11991253782773e-06
O13651	Isoleucine--tRNA ligase, cytoplasmic OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=irs1 PE=3 SV=1	irs1	pi058 SPBC8D2.06	0.00040235234705158	0.000450009657346459	0.000364405520066006
O13656	Probable mitochondrial import receptor subunit tom40 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tom40 PE=3 SV=3	tom40	SPBC27B12.13 SPBC8D2.22	4.3134807805691e-05	5.02779923039187e-05	3.86303613104911e-05
O13657	Putative metal ion transporter C27B12.12c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pi066 PE=1 SV=1		pi066 SPBC27B12.12c	0.000383764905082771	0.000448795870051421	0.000359552687429107
O13658	Uncharacterized transcriptional regulatory protein C27B12.11c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pi067 PE=1 SV=1		pi067 SPBC27B12.11c	5.0148132280152e-06	5.85671590205893e-06	4.46592729002545e-06
O13660	Uncharacterized mitochondrial carrier C27B12.09c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pi069 PE=3 SV=1		pi069 SPBC27B12.09c	5.68241221973864e-07	6.3850048668339e-07	4.9488691657043e-07
O13665	Factor arrest protein 11 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=far11 PE=1 SV=1	far11	pi074 SPBC27B12.04c	2.25134695217692e-06	2.66461956653881e-06	2.10709036692363e-06
O13666	Delta(7)-sterol 5(6)-desaturase erg32 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=erg32 PE=3 SV=1	erg32	pi075 SPBC27B12.03c	3.13500412714227e-05	3.78280332066806e-05	2.95888030112015e-05
O13670	Protein MTO1 homolog, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mto1 PE=1 SV=1	mto1	pi079 SPBC30B4.06c	1.75913973421383e-06	1.94342487910784e-06	1.58011405105143e-06
O13671	Importin-alpha re-exporter OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=kap109 PE=3 SV=2	kap109	pi080 SPBC30B4.05	2.15039321899014e-05	2.47431877693521e-05	2.04470168789951e-05
O13672	60S ribosomal protein L8 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl8 PE=1 SV=3	rpl8	SPBC29A3.04	0.000813598937396571	0.000956206623212497	0.00075645884567275
O13679	Uncharacterized protein C737.05 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC737.05 PE=1 SV=1		SPCC737.05	2.84678488317812e-06	3.35630458602688e-06	2.85186628023531e-06
O13681	Integral inner nuclear membrane protein ima1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=IMA1 PE=4 SV=2	IMA1	SPCC737.03c	3.57620976576932e-06	3.62066824097884e-06	2.97307005066924e-06
O13682	Helicase swr1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=swr1 PE=3 SV=1	swr1	SPAC11E3.01c SPAC2H10.03c	5.27595816854285e-05	6.55815249618082e-05	4.87248213602413e-05
O13683	Uncharacterized protein C11E3.02c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC11E3.02c PE=4 SV=1		SPAC11E3.02c	1.66010579167263e-06	1.81166461652731e-06	1.46847334924627e-06
O13685	Ubiquitin-conjugating enzyme E2 13 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ubc13 PE=1 SV=1	ubc13	SPAC11E3.04c	2.17093516144378e-05	2.57047261173857e-05	2.01569467282419e-05
O13686	Uncharacterized RWD, RING finger and WD repeat-containing protein C11E3.05 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC11E3.05 PE=1 SV=1		SPAC11E3.05	3.60102130782811e-05	3.23287301637274e-05	2.74935631237611e-05
O13687	V-type proton ATPase subunit E OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=vma4 PE=3 SV=1	vma4	SPAC11E3.07	8.96058154835842e-05	0.000105762732417503	8.3877632839716e-05
O13689	Uncharacterized protein C11E3.10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC11E3.10 PE=4 SV=2		SPAC11E3.10	6.22864970475699e-08	6.042858292555e-08	5.21221005817192e-08
O13690	PH and SEC7 domain-containing protein C11E3.11c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC11E3.11c PE=4 SV=1		SPAC11E3.11c	5.00996565615415e-06	5.72382563872874e-06	4.88306434059241e-06
O13691	NADH-ubiquinone oxidoreductase 24 kDa subunit homolog C11E3.12, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC11E3.12 PE=3 SV=1		SPAC11E3.12	3.8785654213034e-07	3.89356758780662e-07	3.21892154109864e-07
O13692	1,3-beta-glucanosyltransferase gas5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=gas5 PE=1 SV=1	gas5	SPAC11E3.13c	3.6126115311634e-05	4.67331455902167e-05	3.52830449780953e-05
O13693	Uncharacterized protein C11E3.14 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC11E3.14 PE=2 SV=1		SPAC11E3.14	1.99681162232641e-05	2.29499133807747e-05	1.86680274468481e-05
O13695	Uncharacterized serine-rich protein C11G7.01 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC11G7.01 PE=4 SV=1		SPAC11G7.01	8.03736783970785e-06	9.0536403088864e-06	7.53201325935337e-06
O13696	Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=idh1 PE=1 SV=1	idh1	SPAC11G7.03	6.59930003297979e-05	6.98120138477726e-05	5.71386676187505e-05
O13698	Malonyl CoA-acyl carrier protein transacylase, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mct1 PE=3 SV=1	mct1	SPAC11G7.05c	5.57217282984924e-07	6.34797775360605e-07	5.26773154840903e-07
O13701	Transcription initiation factor TFIID subunit 7 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=taf7 PE=1 SV=1	taf7	SPAC13F5.02c	6.08748942069011e-06	6.88413281258448e-06	5.63292399224947e-06
O13702	Glycerol dehydrogenase 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=gld1 PE=1 SV=1	gld1	SPAC13F5.03c	8.05520862426453e-06	9.22970613280647e-06	7.24003469608672e-06
O13703	Vacuolar protein sorting-associated protein vts1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=vts1 PE=3 SV=2	vts1	SPAC13F5.04c SPAC13F5.08	4.71419010857766e-06	5.65849770862575e-06	4.7570602387679e-06
O13704	Thioredoxin domain-containing protein C13F5.05, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC13F5.05 PE=4 SV=2		SPAC13F5.05	3.20385435377629e-05	3.58258033427327e-05	2.89851674305086e-05
O13705	Exocyst complex component sec10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sec10 PE=1 SV=2	sec10	SPAC13F5.06c	7.15489313232912e-06	7.61765107456318e-06	6.26213999170006e-06
O13709	Uncharacterized protein C14C4.01c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC14C4.01c PE=4 SV=2		SPAC14C4.01c SPAC19D5.08c	7.30246246777428e-06	7.9716892855114e-06	6.57772974497306e-06
O13710	Structural maintenance of chromosomes protein 5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=smc5 PE=1 SV=3	smc5	SPAC14C4.02c	4.25210921249766e-06	4.56069980309044e-06	3.80348651055399e-06
