Accession	Description	PrimaryGeneName	GeneName	repl1_g_per_gDW	repl2_g_per_gDW	repl3_g_per_gDW
A3GEU8	Nuclear pore protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=NUP159 PE=4 SV=2	NUP159	PICST_80670	3.58149698093949e-05	4.89472017328113e-05	3.61977484548933e-05
A3GEV0	Part of small (Ribosomal) subunit (SSU) processosome (Contains U3 snoRNA) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=UTP9 PE=4 SV=2	UTP9	PICST_52144	1.33886508065924e-05	1.84063151078343e-05	1.37050976023282e-05
A3GEV1	Nuclear receptor coregulator SMRT/SMRTER, contains Myb-like domains OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=EFG1 PE=4 SV=2	EFG1	PICST_66227	4.82573977839133e-06	6.56594433922363e-06	5.16553269063568e-06
A3GEV2	mRNA cap guanine-N7 methyltransferase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=ABD1 PE=3 SV=1	ABD1	PICST_66228	5.15883973451096e-06	6.69019396511009e-06	5.14088060580008e-06
A3GEV5	Regulator of histone transcription (Fragment) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=HIR3 PE=4 SV=2	HIR3	PICST_38196	4.27647979763976e-06	5.77952660342814e-06	4.44892289977898e-06
A3GEV9	Fumarase converts fumaric acid to L-malic acid in the TCA cycle OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=FUM2 PE=3 SV=2	FUM2	PICST_74587	0.000243427568333083	0.000329677660444578	0.000239354529837331
A3GEW0	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_34006 PE=4 SV=2		PICST_34006	3.14837955184919e-06	4.32490415978409e-06	3.0933005793045e-06
A3GEW1	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_38732 PE=4 SV=2		PICST_38732	1.05514123869249e-05	1.4126549213119e-05	1.07371494768475e-05
A3GEW2	TATA-binding protein-interacting protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=TIP120 PE=4 SV=2	TIP120	PICST_80613	2.42761573773221e-05	3.2409943628808e-05	2.43629507627513e-05
A3GEW3	Uncharacterized protein (Fragment) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_51433 PE=4 SV=2		PICST_51433	2.62389950385341e-06	3.63643304061142e-06	2.73982790847795e-06
A3GEW4	M20_dimer domain-containing protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_28027 PE=4 SV=2		PICST_28027	8.25122401152886e-06	1.08825323038221e-05	9.6808313809366e-06
A3GEW5	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_28028 PE=4 SV=2		PICST_28028	6.78994784389335e-06	8.68627177891107e-06	6.32540504061912e-06
A3GEW6	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_34008 PE=4 SV=2		PICST_34008	3.83276308985522e-06	5.1452023916126e-06	3.88974824110555e-06
A3GEW7	Transcription factor which mediates glucose repression OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SSN7 PE=4 SV=2	SSN7	PICST_85888	1.13245254324373e-05	1.55239177334057e-05	1.1491955210788e-05
A3GEW8	Genetic interactor of prohibitins 3, mitochondrial OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=GEP3 PE=3 SV=2	GEP3	PICST_28031	2.94656286431289e-06	3.70973192848338e-06	2.97180797032399e-06
A3GEW9	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_28032 PE=4 SV=2		PICST_28032	2.66397100169672e-06	3.93461030826464e-06	2.75238722622791e-06
A3GEX0	Mitochondrial lactate ferricytochrome c oxidoreductase (Fragment) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=DLD4 PE=4 SV=2	DLD4	PICST_52647	4.9667880175095e-06	6.61387210347462e-06	5.20490390626527e-06
A3GEX1	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_66232 PE=4 SV=2		PICST_66232	6.94855732225965e-07	8.98279496343365e-07	8.26933939988925e-07
A3GEX2	Putative RING-H2 finger protein (Fragment) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=ATL2 PE=4 SV=2	ATL2	PICST_39062	1.50606031629179e-06	1.9837501648577e-06	1.47162969824116e-06
A3GEX3	Mitochondrial ribosomal protein S10 OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=RSM10 PE=4 SV=2	RSM10	PICST_38380	2.16679634345334e-05	2.86469650715483e-05	2.1618422196088e-05
A3GEX4	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=TRM7 PE=3 SV=2	TRM7	PICST_38384	3.43355323709097e-06	4.67296178020358e-06	3.46656672754535e-06
A3GEX5	Lysine--tRNA ligase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=KRS1 PE=3 SV=2	KRS1	PICST_74513	0.000354289187998683	0.000469998118798596	0.000352282780884342
A3GEX6	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_80736 PE=4 SV=2		PICST_80736	7.65842259216618e-07	9.94035178481858e-07	7.96947393929093e-07
A3GEX9	Pyruvate dehydrogenase E1 component subunit alpha OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PDA1 PE=4 SV=1	PDA1	PICST_80322	0.000295141873279212	0.00040988674932453	0.000294978498701708
A3GEY0	RNA helicase-related protein required for pre-mRNA splicing OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=BRR2 PE=4 SV=2	BRR2	PICST_51353	3.68219167213408e-05	5.00764689325792e-05	3.73631943108156e-05
A3GEY1	Anthranilate phosphoribosyltransferase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=TRP4 PE=3 SV=2	TRP4	PICST_34016	4.22831183871711e-05	5.45222920868337e-05	4.00707534793278e-05
A3GEY3	DNA-directed RNA polymerase subunit OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=RPO31 PE=3 SV=2	RPO31	PICST_66237	4.25713643220168e-05	5.72407154343468e-05	4.26352479315323e-05
A3GEY5	26S proteasome regulatory subunit OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=RPT5 PE=3 SV=2	RPT5	PICST_52887	2.70889324499944e-05	3.45507468108375e-05	2.63088426742947e-05
A3GEY6	Cytidine deaminase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_39066 PE=3 SV=1		PICST_39066	3.91279976840761e-06	5.30544412182878e-06	3.84551374609039e-06
A3GEY7	Methionine aminopeptidase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=MAP1 PE=3 SV=1	MAP1	PICST_64750	4.27945396024047e-05	5.90838570288328e-05	4.39596902351529e-05
A3GEY8	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_37566 PE=4 SV=2		PICST_37566	7.88897697246597e-07	9.72984206866571e-07	8.73118282120327e-07
A3GEY9	Cytoplasmic chaperonin of the Cct ring complex OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=CCT6 PE=3 SV=1	CCT6	PICST_74533	7.04168328911379e-05	9.64309058970507e-05	7.10977540649377e-05
A3GEZ0	Vesicle trafficking protein Sly1 (Sec1 family) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SLY1 PE=3 SV=2	SLY1	PICST_52201	2.90507204616343e-05	4.01479834776647e-05	2.92410921232745e-05
A3GEZ1	RuvB-like helicase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=RBV1 PE=3 SV=2	RBV1	PICST_37582	4.98146133739087e-05	6.78078293997928e-05	5.07006128345893e-05
A3GEZ2	GPN-loop GTPase 3 OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=FET5 PE=3 SV=1	FET5	PICST_68965	6.84778084382918e-06	8.49427893530293e-06	6.59030007222349e-06
A3GEZ3	Meiotic Sister-Chromatid recombination transmembrane protein (Putative) showing some protein similarity to Zrc1p and Cot1p (Fragment) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=MSC2 PE=4 SV=2	MSC2	PICST_37673	1.39685878542194e-06	1.96437405302612e-06	1.50207030737559e-06
A3GEZ4	Glycerol-3-phosphate dehydrogenase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=GUT2 PE=3 SV=2	GUT2	PICST_68764	3.79699813093561e-05	5.41092273567904e-05	4.00152027411361e-05
A3GEZ6	Secretion lowering protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SEL1 PE=4 SV=2	SEL1	PICST_80075	6.23974500795151e-06	8.44266901545452e-06	6.50162777525406e-06
A3GEZ7	Universal stress protein (USP) family protein possible involvement in nucleo-mitochondrial control of maltose, galactose and raffinose utilization OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=USP1 PE=4 SV=2	USP1	PICST_74592	9.02201766762441e-06	1.20436652258542e-05	9.04476688045196e-06
A3GEZ8	U3 snoRNP protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=NOP1 PE=3 SV=1	NOP1	PICST_80065	0.000179666651304168	0.000251918766475213	0.000178750405846539
A3GEZ9	Putative UDP-galactose transporter OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SLC35 PE=4 SV=1	SLC35	PICST_80295	2.57815594239379e-06	3.79948604675356e-06	2.87047947086452e-06
A3GF00	Proteasome maturation factor (Fragment) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=UMP1 PE=4 SV=1	UMP1	PICST_37571	1.5230669536992e-06	2.00489082636686e-06	1.62451626755198e-06
A3GF01	Kinesin-like protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SMY2 PE=4 SV=2	SMY2	PICST_66248	5.12800287281662e-05	6.87603572057041e-05	5.06955406489099e-05
A3GF02	Saccharolysin (Oligopeptidase) (Fragment) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PRD1.1 PE=3 SV=2	PRD1.1	PICST_51091	3.20021904501445e-06	3.69702996411269e-06	3.10033568798337e-06
A3GF04	Protein involved in Golgi retention and vacuolar sorting OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=VPS5 PE=4 SV=2	VPS5	PICST_80446	8.24364861253409e-06	1.13685868209847e-05	8.65933935394532e-06
A3GF05	Peroxisomal 2,4-dienoyl-CoA reductase and sorbitol utilization protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SOU2 PE=4 SV=1	SOU2	PICST_86346	1.70158961286616e-05	2.74950153663672e-05	1.70097587107762e-05
A3GF06	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SDH1 PE=3 SV=1	SDH1	PICST_66251	0.000385058104106836	0.000529343645666825	0.000394118883181124
A3GF07	Peroxisomal 2,4-dienoyl-CoA reductase, and sorbitol utilization protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SOU1 PE=4 SV=1	SOU1	PICST_38255	2.76308773053574e-05	3.91664046120554e-05	3.02272991705901e-05
A3GF08	Vacuolar ATPase V1 domain subunit D OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=VMA8 PE=4 SV=1	VMA8	PICST_80851	2.24180536022552e-05	3.12123822002702e-05	2.31939979352052e-05
A3GF09	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_51927 PE=4 SV=2		PICST_51927	2.63459288147049e-06	3.52524883779203e-06	2.65431371432355e-06
A3GF10	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_51421 PE=4 SV=2		PICST_51421	2.79105246706431e-06	3.8731421403201e-06	2.95300788365888e-06
A3GF11	ATPase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=AFG1 PE=4 SV=2	AFG1	PICST_86016	1.38824450854e-06	1.92591108093627e-06	1.36497667103505e-06
A3GF12	Ino eighty subunit 6 OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=IES6 PE=4 SV=1	IES6	PICST_80159	3.44052715370002e-06	4.58550579100885e-06	3.17579453864053e-06
A3GF13	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_28080 PE=4 SV=2		PICST_28080	4.0074415896232e-05	6.18559731762101e-05	4.58434976218802e-05
A3GF14	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_34041 PE=4 SV=1		PICST_34041	4.07396849876072e-06	5.59011550870826e-06	3.96504946775538e-06
A3GF15	Mitogen-activated protein kinase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=ERK1 PE=3 SV=2	ERK1	PICST_38082	1.09109914187526e-06	1.47022135268224e-06	1.12934100979393e-06
A3GF16	DNA primase large subunit OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PRI2 PE=3 SV=2	PRI2	PICST_34043	8.73886578694314e-06	1.20287063207315e-05	8.79590141225252e-06
A3GF17	Global regulator of transcription OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SPT16 PE=4 SV=2	SPT16	PICST_85971	0.000131375184536539	0.000184551620125612	0.000136084434952923
A3GF18	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_86597 PE=4 SV=1		PICST_86597	4.91015564822731e-06	6.55657286617627e-06	4.65232721071773e-06
A3GF20	Protein involved in mannose metabolism and cell wall synthesis (Fragment) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=MNN4.2 PE=4 SV=2	MNN4.2	PICST_39239	1.51186702038387e-05	2.14786109689759e-05	1.56455015959111e-05
A3GF21	Pyruvate decarboxylase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PDC2 PE=3 SV=2	PDC2	PICST_86443	2.8687025836739e-06	3.8324917760949e-06	2.7852220510206e-06
A3GF22	Centromere-binding kinetochore protein (Fragment) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=CBF1 PE=4 SV=1	CBF1	PICST_52442	6.73995424830697e-05	9.77915441671553e-05	7.43519794445204e-05
A3GF23	J domain-containing protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_51727 PE=4 SV=2		PICST_51727	2.65230365380123e-06	3.54025512576775e-06	2.56101938053804e-06
A3GF24	DNA topoisomerase 2 OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=TOP2 PE=3 SV=2	TOP2	PICST_74317	2.99243263550726e-05	4.0444270076123e-05	3.00617402317317e-05
A3GF25	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_66259 PE=4 SV=1		PICST_66259	9.65396370528243e-06	1.29254783584318e-05	1.10166585913446e-05
A3GF26	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_28093 PE=4 SV=1		PICST_28093	3.24310327312501e-06	4.39297486673629e-06	3.26489982854801e-06
A3GF29	Cytochrome b2, mitochondrial OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=CYB2 PE=3 SV=2	CYB2	PICST_80729	2.77733302468541e-06	3.77666650620347e-06	2.82394603266126e-06
A3GF31	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_86494 PE=4 SV=2		PICST_86494	1.45461882379415e-06	1.89780731418688e-06	1.52204071387723e-06
A3GF32	Hypothetical PHD type zinc finger protein with BAH domain-containing protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SNT2 PE=4 SV=2	SNT2	PICST_51175	3.43964509861269e-06	4.75975280595605e-06	3.45808145503314e-06
A3GF33	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_52660 PE=4 SV=2		PICST_52660	2.27205339825537e-06	3.10199845616108e-06	2.24055261875622e-06
A3GF34	mRNA-capping enzyme subunit alpha OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=CEG1 PE=3 SV=2	CEG1	PICST_34053	5.35219722991709e-06	7.38911533597036e-06	5.50851406173709e-06
A3GF36	Flavin-containing monooxygenase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=FMO1 PE=3 SV=2	FMO1	PICST_66263	7.48554027034423e-06	9.72005963682307e-06	7.26227008035205e-06
A3GF37	Prefoldin subunit 4 OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_37933 PE=3 SV=1		PICST_37933	6.48369707679795e-06	7.9407062570738e-06	6.11167456194137e-06
A3GF38	Lysine acetyltransferase (Lysine N(6)-acetyltransferase) (LAT) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=LYC1 PE=4 SV=2	LYC1	PICST_86192	3.80167665746979e-05	5.53760158530809e-05	3.98752269154237e-05
A3GF41	Targeting complex (TRAPP) component involved in ER to Golgi membrane traffic (Fragment) OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=TRS130 PE=4 SV=2	TRS130	PICST_74895	1.25616076764466e-05	1.67322399325919e-05	1.41965467853108e-05
A3GF42	DnaJ-like protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=CAJ1 PE=4 SV=1	CAJ1	PICST_74586	8.10951818493275e-06	1.11600729013475e-05	8.1720165648867e-06
A3GF43	Uncharacterized protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_51359 PE=3 SV=2		PICST_51359	9.42424338278721e-06	1.27015539837397e-05	9.29882605851101e-06
A3GF44	Zn-finger protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PICST_28111 PE=4 SV=2		PICST_28111	1.01859301867863e-06	1.40487388111253e-06	1.05578334757586e-06
A3GF47	Mediator of RNA polymerase II transcription subunit 12 OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SRB8 PE=3 SV=2	SRB8	PICST_86078	3.37770762539311e-05	4.6541530780142e-05	3.42429063078183e-05
A3GF48	Zinc-regulated protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=ZRG17 PE=4 SV=2	ZRG17	PICST_64773	1.37552193399024e-06	1.86701012776282e-06	1.3165163020593e-06
A3GF49	Acetylornithine aminotransferase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=ARG8 PE=3 SV=1	ARG8	PICST_52948	0.000139560123054391	0.000194467879092543	0.000143538362645872
A3GF51	MAP kinase kinase kinase OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SSK2 PE=3 SV=2	SSK2	PICST_28119	1.21889184020143e-05	1.65226970162981e-05	1.22940874582516e-05
A3GF52	60S ribosomal protein required for integrity of mitrcondrial genome OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=IMG2 PE=4 SV=1	IMG2	PICST_75117	1.0225939932564e-05	1.4499954305723e-05	1.08008027931638e-05
A3GF55	Topoisomerase II-associated protein OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=PAT1 PE=4 SV=2	PAT1	PICST_80647	9.15854364738494e-05	0.000123551601636922	9.2565851601732e-05
