Accession	Description	PrimaryGeneName	GeneName	abundance_repl1	abundance_repl2	abundance_repl3
O13686	Uncharacterized RWD, RING finger and WD repeat-containing protein C11E3.05 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC11E3.05 PE=1 SV=1		SPAC11E3.05	0.74817871484418	0.586215399711391	0.62228010551019
O13687	V-type proton ATPase subunit E OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=vma4 PE=3 SV=1	vma4	SPAC11E3.07	10.793666598734	11.1187095181143	11.0066257528108
O13689	Uncharacterized protein C11E3.10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC11E3.10 PE=4 SV=2		SPAC11E3.10	0.0104228888059301	0.00882521971888969	0.00950148176631419
O13690	PH and SEC7 domain-containing protein C11E3.11c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC11E3.11c PE=4 SV=1		SPAC11E3.11c	0.146593598889959	0.146169100051474	0.15564957411096
O13691	NADH-ubiquinone oxidoreductase 24 kDa subunit homolog C11E3.12, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC11E3.12 PE=3 SV=1		SPAC11E3.12	0.0649030817737211	0.0568631395759774	0.0586786103948228
O13692	1,3-beta-glucanosyltransferase gas5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=gas5 PE=1 SV=1	gas5	SPAC11E3.13c	2.08263375953995	2.35128662598557	2.21581210358992
O13693	Uncharacterized protein C11E3.14 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC11E3.14 PE=2 SV=1		SPAC11E3.14	0.922631374710163	0.925467331804559	0.939647117276539
O13695	Uncharacterized serine-rich protein C11G7.01 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC11G7.01 PE=4 SV=1		SPAC11G7.01	0.469465736388151	0.46153241877523	0.479265716968818
O13696	Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=idh1 PE=1 SV=1	idh1	SPAC11G7.03	5.27901425365509	4.87387117969844	4.97920837892717
O13698	Malonyl CoA-acyl carrier protein transacylase, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mct1 PE=3 SV=1	mct1	SPAC11G7.05c	0.0484552129160419	0.0481770544033206	0.0499016371821924
O13701	Transcription initiation factor TFIID subunit 7 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=taf7 PE=1 SV=1	taf7	SPAC13F5.02c	0.418785495488482	0.413324902267469	0.422145860547567
O13702	Glycerol dehydrogenase 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=gld1 PE=1 SV=1	gld1	SPAC13F5.03c	0.504795842975684	0.504795842975684	0.4942593073538
O13703	Vacuolar protein sorting-associated protein vts1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=vts1 PE=3 SV=2	vts1	SPAC13F5.04c SPAC13F5.08	0.345010768740423	0.361422863220319	0.379262096350641
O13704	Thioredoxin domain-containing protein C13F5.05, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC13F5.05 PE=4 SV=2		SPAC13F5.05	2.4369368864171	2.37824380148412	2.40172103545731
O13705	Exocyst complex component sec10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sec10 PE=1 SV=2	sec10	SPAC13F5.06c	0.239456893777874	0.22250213796237	0.228308561186858
O13709	Uncharacterized protein C14C4.01c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC14C4.01c PE=4 SV=2		SPAC14C4.01c SPAC19D5.08c	0.837281499676705	0.79770340107748	0.821586736439081
O13710	Structural maintenance of chromosomes protein 5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=smc5 PE=1 SV=3	smc5	SPAC14C4.02c	0.105986058274725	0.0992121214135084	0.103276483530238
O13711	Uncharacterized protein C14C4.04 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC14C4.04 PE=4 SV=1		SPAC14C4.04	2.26805266823223	2.29322782398456	2.27262996927811
O13712	Meiotically up-regulated gene 61 protein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mug61 PE=1 SV=1	mug61	SPAC14C4.05c	0.305859414384605	0.302102696910075	0.305233294805517
O13713	Nuclear polyadenylated RNA-binding protein nab2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=nab2 PE=3 SV=1	nab2	SPAC14C4.06c	0.372377488054725	0.392781733975532	0.381402442981236
O13714	Uncharacterized membrane protein C14C4.07 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC14C4.07 PE=1 SV=1		SPAC14C4.07	1.86062803647256	2.00323091518031	2.07340058565556
O13716	Glucan endo-1,3-alpha-glucosidase agn1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=agn1 PE=1 SV=2	agn1	SPAC14C4.09	0.173532154792179	0.167585570048522	0.167765769586209
O13718	Vacuolar transporter chaperone 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=vtc2 PE=1 SV=1	vtc2	SPAC14C4.11	3.44732236300949	3.36448467221629	3.35492647712477
O13719	SWIRM domain-containing protein laf1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=laf1 PE=1 SV=1	laf1	SPAC14C4.12c	0.0253172706792288	0.0201900327219043	0.0233056270787474
O13722	Transcription initiation factor TFIID subunit 12 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=taf12 PE=1 SV=1	taf12	SPAC15A10.02	0.86289580699531	0.917756639552123	0.893580679442341
